Frame#,Time,L.Thigh.x,L.Thigh.y,L.Thigh.z
1,0,1848.63062,318.40442,884.00543
2,0.008,1846.27063,318.02985,884.08228
3,0.017,1842.39404,319.13297,883.13763
4,0.025,1838.97034,319.79208,882.29742
5,0.033,1835.0907,318.38544,881.54034
6,0.042,1831.9364,319.38202,880.81671
7,0.05,1825.36633,318.65701,880.26605
8,0.058,1822.4187,319.69336,880.06812
9,0.067,1817.62488,320.80383,879.22144
10,0.075,1815.32825,320.49854,878.30756
11,0.083,1810.61536,322.26578,876.85016
12,0.092,1804.44006,319.66165,875.80481
13,0.1,1800.08301,322.51941,873.95099
14,0.108,1797.3197,322.00436,872.755
15,0.117,1792.66821,323.69659,871.31757
16,0.125,1786.85498,324.19028,870.95251
17,0.133,1782.34424,324.99591,869.70715
18,0.142,1776.02075,325.84216,868.72498
19,0.15,1771.78064,325.8829,866.8783
20,0.158,1766.58936,328.15698,866.34009
21,0.167,1760.91492,328.65588,863.9223
22,0.175,1755.60803,328.29773,862.03082
23,0.183,1750.5564,330.0603,861.677
24,0.192,1744.25781,330.04156,860.41406
25,0.2,1739.43738,332.09888,858.74915
26,0.208,1733.11475,333.2294,858.55084
27,0.217,1726.94128,333.81744,855.69855
28,0.225,1720.85046,332.8399,854.91315
29,0.233,1714.80847,334.15714,854.17749
30,0.242,1708.95654,335.56778,851.89642
31,0.25,1701.46631,336.81073,850.62598
32,0.258,1694.03748,337.24591,849.97113
33,0.267,1687.93494,338.68359,849.10913
34,0.275,1681.51331,339.71378,848.83673
35,0.283,1673.46216,339.42957,847.57007
36,0.292,1666.86401,340.30795,847.80988
37,0.3,1660.93665,341.24841,847.0025
38,0.308,1654.797,341.3649,846.95087
39,0.317,1647.30811,342.10852,845.51599
40,0.325,1641.07117,342.90729,845.86237
41,0.333,1633.17871,344.65347,847.95734
42,0.342,1625.6449,343.50583,848.18359
43,0.35,1619.87048,343.86362,847.50647
44,0.358,1612.59692,344.27484,848.59424
45,0.367,1605.58826,345.07953,849.10675
46,0.375,1597.56531,347.03815,850.70905
47,0.383,1589.81177,348.96487,851.52209
48,0.392,1583.37073,349.07642,852.92865
49,0.4,1576.76379,349.34985,853.89319
50,0.408,1569.68445,351.20081,855.95056
51,0.417,1562.36414,351.28036,856.39374
52,0.425,1555.15332,353.20755,856.64032
53,0.433,1547.11792,354.99573,858.9422
54,0.442,1539.90747,357.05637,859.48254
55,0.45,1532.57751,357.89642,860.57892
56,0.458,1526.1521,359.82019,862.00397
57,0.467,1518.77258,360.58478,862.7973
58,0.475,1511.41064,362.76413,864.24408
59,0.483,1504.61292,365.07303,864.21881
60,0.492,1498.6604,365.31329,864.73633
61,0.5,1491.5896,365.20398,865.60376
62,0.508,1485.24255,368.35596,867.20038
63,0.517,1478.42114,369.44806,868.40204
64,0.525,1470.62048,370.27487,868.29254
65,0.533,1464.08496,371.2124,868.68854
66,0.542,1456.31934,374.02933,870.505
67,0.55,1450.40222,375.62692,870.96558
68,0.558,1445.46094,373.10843,871.89154
69,0.567,1438.65771,373.91672,871.84857
70,0.575,1431.13086,375.61115,873.16394
71,0.583,1425.08325,377.45447,874.28467
72,0.592,1420.42871,376.5881,874.21423
73,0.6,1414.25659,377.50543,874.90021
74,0.608,1407.14563,377.59634,874.74377
75,0.617,1400.86108,378.34796,875.41925
76,0.625,1396.24719,378.08484,875.33978
77,0.633,1390.28369,378.10687,874.8241
78,0.642,1384.01685,377.75049,875.42603
79,0.65,1378.7511,378.45837,875.34735
80,0.658,1373.0741,378.4429,875.02203
81,0.667,1368.05579,378.63449,874.32318
82,0.675,1362.59106,378.21738,874.58527
83,0.683,1356.76135,378.34,874.04962
84,0.692,1352.01685,377.76749,874.02728
85,0.7,1346.26819,377.85947,873.34674
86,0.708,1341.87256,376.83691,871.78625
87,0.717,1337.84875,376.93729,871.63519
88,0.725,1332.20959,376.30478,870.6026
89,0.733,1327.51978,375.16754,869.85089
90,0.742,1322.96887,375.401,869.43732
91,0.75,1319.15454,374.5166,867.51703
92,0.758,1314.02686,373.89584,867.82422
93,0.767,1308.82642,372.73666,865.91827
94,0.775,1304.69104,372.38504,865.88257
95,0.783,1299.02966,371.98288,865.62274
96,0.792,1293.64478,371.84335,864.65112
97,0.8,1289.38293,370.54382,863.72424
98,0.808,1284.95618,370.13855,862.73706
99,0.817,1279.45569,367.8942,862.62256
100,0.825,1275.07068,366.84131,861.01776
101,0.833,1270.80542,366.6929,859.5647
102,0.842,1266.28882,365.90604,858.66974
103,0.85,1261.09155,365.02884,857.76526
104,0.858,1257.60083,364.68561,857.07458
105,0.867,1252.09119,362.53665,856.44806
106,0.875,1248.03174,360.94885,856.15723
107,0.883,1242.73828,360.97476,855.1001
108,0.892,1238.63721,359.57471,854.60358
109,0.9,1232.94092,359.24521,854.68176
110,0.908,1230.1239,358.68274,854.10443
111,0.917,1223.78186,358.33997,853.39398
112,0.925,1220.59192,355.7778,852.47754
113,0.933,1214.60559,357.15866,852.21729
114,0.942,1211.43298,355.02029,851.90424
115,0.95,1206.74658,354.1832,851.43256
116,0.958,1201.96265,352.94791,851.10992
117,0.967,1197.38672,351.98184,851.65723
118,0.975,1192.20752,351.81494,851.59027
119,0.983,1186.68494,349.27524,852.06787
120,0.992,1182.39343,348.09262,853.47406
121,1,1177.21497,346.90747,853.60736
122,1.008,1172.03796,346.01233,854.12555
123,1.017,1167.86755,345.20642,854.44849
124,1.025,1162.19214,343.42502,854.65594
125,1.033,1158.12939,341.27383,855.29749
126,1.042,1153.06299,340.24908,856.90698
127,1.05,1148.65771,339.60031,858.10114
128,1.058,1143.73462,338.34406,858.99139
129,1.067,1138.68115,336.82391,860.36438
130,1.075,1134.10156,334.27542,861.34784
131,1.083,1129.72937,334.05212,862.51776
132,1.092,1124.16602,331.50546,863.65521
133,1.1,1120.00037,330.36719,865.20477
134,1.108,1115.60632,328.70074,867.22186
135,1.117,1111.84827,327.59097,868.35223
136,1.125,1107.70447,327.84787,869.0567
137,1.133,1102.63599,326.92307,870.27979
138,1.142,1098.10059,326.27802,871.82068
139,1.15,1095.20776,324.61456,872.28455
140,1.158,1090.21313,322.78302,872.73541
141,1.167,1085.99927,322.27924,873.54175
142,1.175,1081.63342,321.55527,873.83014
143,1.183,1077.15002,320.06763,873.76862
144,1.192,1073.29663,319.59293,874.06421
145,1.2,1068.46777,316.9411,874.43085
146,1.208,1065.55493,315.57898,874.81042
147,1.217,1061.13831,314.98734,874.69781
148,1.225,1056.40601,314.41428,874.46075
149,1.233,1053.55701,313.14041,875.40216
150,1.242,1049.51904,311.08337,875.23938
151,1.25,1044.97156,309.81046,875.9314
152,1.258,1042.43652,309.86792,875.98657
153,1.267,1038.27454,309.18835,876.31195
154,1.275,1035.46851,307.56836,876.39777
155,1.283,1031.53467,308.5061,876.29736
156,1.292,1027.0415,306.74744,876.66425
157,1.3,1024.16541,305.67676,877.2135
158,1.308,1020.90277,306.6308,877.36707
159,1.317,1018.32343,306.16629,877.32623
160,1.325,1014.5553,305.31061,877.63739
161,1.333,1011.63068,306.31509,877.24353
162,1.342,1008.30481,305.57089,877.78931
163,1.35,1004.96118,307.23569,878.60419
164,1.358,1001.52771,306.30859,878.23944
165,1.367,997.48834,306.10034,878.10419
166,1.375,994.94849,307.31805,877.7287
167,1.383,991.30231,307.25339,877.3219
168,1.392,987.70087,308.77219,877.12708
169,1.4,984.25372,309.33514,877.38782
170,1.408,981.1626,310.20901,877.37964
171,1.417,976.71088,310.39511,876.5899
172,1.425,973.43079,310.81598,876.2843
173,1.433,969.8783,310.65781,875.74469
174,1.442,965.80707,311.77795,874.76257
175,1.45,962.37476,312.45996,873.8847
176,1.458,957.90497,313.94626,874.03625
177,1.467,953.09064,313.69589,873.4408
178,1.475,949.2204,315.24075,872.63788
179,1.483,944.83173,315.91684,871.91229
180,1.492,940.76239,316.92426,870.92804
181,1.5,935.70685,318.86365,870.4679
182,1.508,930.89575,319.02826,869.91534
183,1.517,926.30859,320.25937,868.67279
184,1.525,921.58228,321.40717,867.88062
185,1.533,916.10059,321.46271,866.57703
186,1.542,911.17249,321.85703,865.55267
187,1.55,905.73047,324.15585,864.69092
188,1.558,899.45013,325.36057,862.98645
189,1.567,894.80896,326.75894,862.48053
190,1.575,888.66626,327.96765,861.34351
191,1.583,882.48505,327.84729,859.34619
192,1.592,876.59338,329.18198,858.18939
193,1.6,869.11945,330.18546,857.0575
194,1.608,863.5672,331.75607,856.53326
195,1.617,857.08661,333.42267,855.07538
196,1.625,850.40295,333.50131,853.86285
197,1.633,844.60614,334.94412,853.80566
198,1.642,837.1286,335.90842,852.70496
199,1.65,830.36407,336.26456,852.22839
200,1.658,823.01251,337.50372,851.75391
