Frame#,Time,L.Thigh.x,L.Thigh.y,L.Thigh.z,L.Knee.x,L.Knee.y,L.Knee.z,L.Knee.Medial.x,L.Knee.Medial.y,L.Knee.Medial.z
1,0,268.12851,248.8696,708.51465,252.21272,229.88977,533.71075,251.82597,118.21507,529.1441
2,0.008,268.12851,248.8696,708.51465,252.15012,229.67841,533.76257,251.82597,118.21507,529.1441
3,0.017,267.81747,248.84947,708.48914,251.86232,229.71257,533.69843,251.82597,118.21507,529.1441
4,0.025,267.71347,248.7415,708.22913,252.01331,229.66827,533.70514,251.82597,118.21507,529.1441
5,0.033,267.59225,248.68675,708.36981,251.83951,229.53955,533.76227,251.82597,118.21507,529.1441
6,0.042,267.40964,248.60176,708.31555,251.86232,229.71257,533.69843,251.82597,118.21507,529.1441
7,0.05,267.37814,248.53918,708.58667,251.7231,229.43271,533.87396,251.82597,118.21507,529.1441
8,0.058,267.32495,248.47035,708.18939,251.58926,229.76454,533.85199,251.82597,118.21507,529.1441
9,0.067,266.93039,248.66678,708.18707,251.46407,229.44604,533.90546,251.82597,118.21507,529.1441
10,0.075,267.11926,248.28403,708.20392,251.45387,229.57291,533.83832,251.43707,117.96453,529.15192
11,0.083,266.84378,248.63933,708.20398,251.45387,229.57291,533.83832,251.43707,117.96453,529.15192
12,0.092,266.27606,248.44232,708.30725,250.91776,229.15285,533.65411,251.43707,117.96453,529.15192
13,0.1,266.27606,248.44232,708.30725,250.8517,229.17929,533.77655,251.30057,117.81421,528.89648
14,0.108,266.51895,248.75047,708.29181,250.91776,229.15285,533.65411,251.43707,117.96453,529.15192
15,0.117,266.27606,248.44232,708.30725,250.98706,229.35532,533.92712,251.43707,117.96453,529.15192
16,0.125,266.11426,248.49455,708.21948,251.1805,229.63298,533.97534,251.30057,117.81421,528.89648
17,0.133,266.11426,248.49455,708.21948,250.8517,229.17929,533.77655,251.43707,117.96453,529.15192
18,0.142,266.11426,248.49455,708.21948,250.8517,229.17929,533.77655,251.43707,117.96453,529.15192
19,0.15,266.01208,248.41028,708.38721,250.91776,229.15285,533.65411,251.30057,117.81421,528.89648
20,0.158,266.01208,248.41028,708.38721,250.8517,229.17929,533.77655,251.43707,117.96453,529.15192
21,0.167,265.86084,248.36815,708.48706,250.8517,229.17929,533.77655,251.43707,117.96453,529.15192
22,0.175,265.86084,248.36815,708.48706,250.8517,229.17929,533.77655,251.30057,117.81421,528.89648
23,0.183,265.81067,248.33472,708.73126,250.8517,229.17929,533.77655,250.98666,117.6321,528.97455
24,0.192,265.81067,248.33472,708.73126,250.55211,229.2702,533.9054,250.98666,117.6321,528.97455
25,0.2,265.81067,248.33472,708.73126,250.55211,229.2702,533.9054,250.33853,117.35553,529.2594
26,0.208,265.81067,248.33472,708.73126,250.42235,229.27895,533.92542,250.33853,117.35553,529.2594
27,0.217,265.82458,248.24994,708.79706,250.55211,229.2702,533.9054,250.33853,117.35553,529.2594
28,0.225,265.63928,248.12032,708.71844,250.44276,229.27003,533.78442,250.33853,117.35553,529.2594
29,0.233,265.6532,248.03552,708.7843,250.44252,228.9594,533.89124,250.33853,117.35553,529.2594
30,0.242,265.82458,248.24994,708.79706,250.55211,229.2702,533.9054,250.20204,117.2053,529.00403
31,0.25,265.45877,248.12361,708.87665,250.55211,229.2702,533.9054,250.33853,117.35553,529.2594
32,0.258,265.45877,248.12361,708.87665,250.11261,229.10921,533.9751,250.20204,117.2053,529.00403
33,0.267,265.45877,248.12361,708.87665,250.11261,229.10921,533.9751,250.20204,117.2053,529.00403
34,0.275,265.45877,248.12361,708.87665,250.11261,229.10921,533.9751,250.20204,117.2053,529.00403
35,0.283,265.45877,248.12361,708.87665,250.11261,229.10921,533.9751,250.20204,117.2053,529.00403
36,0.292,265.45877,248.12361,708.87665,250.11261,229.10921,533.9751,250.20204,117.2053,529.00403
37,0.3,265.45877,248.12361,708.87665,250.11261,229.10921,533.9751,250.20204,117.2053,529.00403
38,0.308,265.45877,248.12361,708.87665,250.11261,229.10921,533.9751,250.20204,117.2053,529.00403
39,0.317,265.45877,248.12361,708.87665,250.11261,229.10921,533.9751,250.20204,117.2053,529.00403
40,0.325,265.45877,248.12361,708.87665,250.11261,229.10921,533.9751,250.20204,117.2053,529.00403
41,0.333,265.45877,248.12361,708.87665,250.15202,228.85051,533.96021,250.20204,117.2053,529.00403
42,0.342,265.45877,248.12361,708.87665,250.11261,229.10921,533.9751,250.20204,117.2053,529.00403
43,0.35,265.18655,247.67697,708.85706,250.11261,229.10921,533.9751,250.20204,117.2053,529.00403
44,0.358,265.30801,247.95418,708.95526,250.11261,229.10921,533.9751,250.20204,117.2053,529.00403
45,0.367,265.30801,247.95418,708.95526,250.17969,228.88843,534.16376,250.20204,117.2053,529.00403
46,0.375,265.30801,247.95418,708.95526,250.17969,228.88843,534.16376,250.20204,117.2053,529.00403
47,0.383,265.30801,247.95418,708.95526,250.15202,228.85051,533.96021,250.20204,117.2053,529.00403
48,0.392,265.09152,247.66737,708.901,250.15202,228.85051,533.96021,250.20204,117.2053,529.00403
49,0.4,265.09152,247.66737,708.901,250.15202,228.85051,533.96021,250.20204,117.2053,529.00403
50,0.408,265.09152,247.66737,708.901,250.11261,229.10921,533.9751,250.20204,117.2053,529.00403
51,0.417,265.09152,247.66737,708.901,250.11261,229.10921,533.9751,250.20204,117.2053,529.00403
52,0.425,265.09152,247.66737,708.901,250.15202,228.85051,533.96021,250.20204,117.2053,529.00403
53,0.433,265.09152,247.66737,708.901,250.11261,229.10921,533.9751,250.20204,117.2053,529.00403
54,0.442,265.09152,247.66737,708.901,250.15202,228.85051,533.96021,250.20204,117.2053,529.00403
55,0.45,265.09152,247.66737,708.901,250.15202,228.85051,533.96021,250.20204,117.2053,529.00403
56,0.458,265.14908,247.50429,708.99438,250.15202,228.85051,533.96021,250.20204,117.2053,529.00403
57,0.467,265.14908,247.50429,708.99438,250.11261,229.10921,533.9751,250.20204,117.2053,529.00403
58,0.475,265.09152,247.66737,708.901,250.15202,228.85051,533.96021,250.20204,117.2053,529.00403
59,0.483,265.09152,247.66737,708.901,250.15202,228.85051,533.96021,250.20204,117.2053,529.00403
60,0.492,265.14908,247.50429,708.99438,250.15202,228.85051,533.96021,250.20204,117.2053,529.00403
61,0.5,265.09152,247.66737,708.901,250.15202,228.85051,533.96021,250.20204,117.2053,529.00403
62,0.508,265.09152,247.66737,708.901,250.15202,228.85051,533.96021,250.20204,117.2053,529.00403
63,0.517,265.09152,247.66737,708.901,250.15202,228.85051,533.96021,250.20204,117.2053,529.00403
64,0.525,265.09152,247.66737,708.901,249.94798,228.94116,534.05505,250.20204,117.2053,529.00403
65,0.533,265.09152,247.66737,708.901,249.94798,228.94116,534.05505,250.20204,117.2053,529.00403
66,0.542,265.09152,247.66737,708.901,249.94798,228.94116,534.05505,250.20204,117.2053,529.00403
67,0.55,265.09152,247.66737,708.901,249.94798,228.94116,534.05505,250.20204,117.2053,529.00403
68,0.558,265.14908,247.50429,708.99438,249.94798,228.94116,534.05505,250.20204,117.2053,529.00403
69,0.567,265.14908,247.50429,708.99438,250.15202,228.85051,533.96021,250.20204,117.2053,529.00403
70,0.575,265.09152,247.66737,708.901,249.94798,228.94116,534.05505,250.20204,117.2053,529.00403
71,0.583,265.09152,247.66737,708.901,249.94798,228.94116,534.05505,250.20204,117.2053,529.00403
72,0.592,265.14908,247.50429,708.99438,249.94798,228.94116,534.05505,250.20204,117.2053,529.00403
73,0.6,265.14908,247.50429,708.99438,249.94798,228.94116,534.05505,250.20204,117.2053,529.00403
74,0.608,265.14908,247.50429,708.99438,249.94798,228.94116,534.05505,250.20204,117.2053,529.00403
75,0.617,265.14908,247.50429,708.99438,249.94798,228.94116,534.05505,250.20204,117.2053,529.00403
