Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z
1,0,-1103.94141,-139.41403,889.75537
2,0.008,-1100.1593,-139.53545,888.8996
3,0.017,-1096.04883,-139.21321,889.58862
4,0.025,-1091.27283,-138.47227,889.17871
5,0.033,-1086.81946,-138.95816,888.80579
6,0.042,-1082.79919,-138.0311,888.61438
7,0.05,-1078.20398,-137.60703,888.92737
8,0.058,-1073.96594,-138.97929,889.18268
9,0.067,-1069.51929,-137.80287,888.7724
10,0.075,-1062.93896,-136.83118,888.6618
11,0.083,-1058.97168,-137.93877,888.48761
12,0.092,-1053.77539,-138.67274,888.11121
13,0.1,-1048.49353,-136.47572,887.99469
14,0.108,-1042.53357,-137.48836,886.8797
15,0.117,-1038.15344,-138.89198,886.95801
16,0.125,-1031.78528,-136.65163,886.32867
17,0.133,-1025.89282,-137.73952,886.20819
18,0.142,-1020.54254,-137.76529,886.08807
19,0.15,-1013.18353,-138.52945,885.13733
20,0.158,-1008.17505,-138.71143,884.23242
21,0.167,-1000.56354,-137.82947,883.86157
22,0.175,-995.04028,-139.17624,884.00739
23,0.183,-989.18066,-140.91589,882.42584
24,0.192,-981.07428,-139.50873,881.8056
25,0.2,-975.01953,-140.81476,881.6507
26,0.208,-967.6958,-140.06691,880.2561
27,0.217,-960.47131,-142.08434,878.55829
28,0.225,-953.23352,-143.85899,877.38776
29,0.233,-944.7536,-143.35345,876.6153
30,0.242,-938.34985,-143.8223,875.79144
31,0.25,-930.98303,-144.34372,873.5014
32,0.258,-923.47052,-145.72905,872.82294
33,0.267,-915.82635,-146.96091,871.85168
34,0.275,-907.56055,-147.68428,870.54633
35,0.283,-898.89282,-149.18417,870.07874
36,0.292,-891.37445,-148.3105,868.83264
37,0.3,-883.31702,-149.06696,868.51196
38,0.308,-874.48572,-150.25349,868.30054
39,0.317,-867.20874,-152.82977,868.78967
40,0.325,-858.75824,-152.76903,868.74121
41,0.333,-850.10645,-154.69099,869.90735
42,0.342,-840.36829,-153.26295,870.80286
43,0.35,-832.69373,-155.86986,871.76294
44,0.358,-824.66168,-156.4962,872.49469
45,0.367,-817.36633,-157.88271,874.70392
46,0.375,-807.66028,-158.99428,876.50757
47,0.383,-799.72241,-159.17401,876.78644
