Frame#,Time,L.Elbow.Medial.x,L.Elbow.Medial.y,L.Elbow.Medial.z
1,0,-1202.07397,16.0066,1340.79065
2,0.008,-1194.96509,15.30087,1341.25305
3,0.017,-1190.52441,16.45166,1341.03247
4,0.025,-1185.44983,17.4058,1341.33118
5,0.033,-1179.96985,17.64495,1341.5011
6,0.042,-1174.59167,18.27123,1341.70154
7,0.05,-1168.13342,17.81309,1341.14514
8,0.058,-1163.21118,17.33928,1341.02246
9,0.067,-1158.27661,17.76756,1341.25439
10,0.075,-1150.72913,17.43666,1341.31042
11,0.083,-1146.01001,17.90616,1340.62329
12,0.092,-1140.26489,17.94886,1340.5116
13,0.1,-1134.00964,17.6109,1340.81189
14,0.108,-1127.92798,16.48558,1339.54053
15,0.117,-1122.4939,16.61987,1339.47449
16,0.125,-1115.07788,16.51698,1339.22217
17,0.133,-1109.5481,16.39397,1339.03491
18,0.142,-1104.35767,15.60988,1337.67712
19,0.15,-1097.01709,14.94493,1337.11255
20,0.158,-1091.52429,14.146,1336.17896
21,0.167,-1085.52466,12.59338,1335.19214
22,0.175,-1078.93457,11.76426,1333.74023
23,0.183,-1072.94189,11.10656,1333.32849
24,0.192,-1065.89075,10.10973,1331.98523
25,0.2,-1060.03455,9.64819,1330.83691
26,0.208,-1053.41235,7.41733,1329.64587
27,0.217,-1047.19702,6.20241,1327.24365
28,0.225,-1041.76855,5.09194,1327.11304
29,0.233,-1034.22888,3.20192,1324.75037
30,0.242,-1029.52295,3.72483,1322.78076
31,0.25,-1023.23627,0.7068,1321.35657
32,0.258,-1016.435,-0.04045,1319.88123
33,0.267,-1010.48975,-2.06534,1318.51514
34,0.275,-1004.00433,-3.01475,1317.88684
35,0.283,-999.10828,-4.4138,1317.40161
36,0.292,-991.92017,-5.5626,1317.88428
37,0.3,-986.09271,-5.80271,1318.1322
38,0.308,-979.83563,-6.59976,1318.78955
39,0.317,-974.20978,-7.7021,1319.13904
40,0.325,-968.75873,-9.14001,1320.32068
41,0.333,-962.23993,-10.20364,1321.82788
42,0.342,-956.7348,-10.52569,1322.40649
43,0.35,-950.3479,-11.54634,1323.60388
44,0.358,-945.24359,-12.52701,1324.41943
45,0.367,-939.51819,-13.677,1325.84546
46,0.375,-932.70679,-14.73503,1326.95056
47,0.383,-926.87445,-15.88715,1327.64063
48,0.392,-920.10992,-17.24344,1328.51855
49,0.4,-914.72577,-18.12587,1328.75916
50,0.408,-907.37054,-19.91009,1329.19556
51,0.417,-901.77527,-20.68803,1329.28259
52,0.425,-895.03802,-22.54411,1329.87671
53,0.433,-888.90692,-22.79616,1330.09131
54,0.442,-882.02075,-24.56145,1330.67883
55,0.45,-875.85107,-25.02308,1331.20422
56,0.458,-869.7879,-25.78156,1331.34888
57,0.467,-864.0332,-27.84072,1331.77039
58,0.475,-856.89325,-28.96066,1332.70105
59,0.483,-850.77777,-29.87848,1332.84949
60,0.492,-845.10675,-32.55758,1333.51135
61,0.5,-838.32776,-32.10275,1334.24304
62,0.508,-832.60339,-31.95003,1334.15881
63,0.517,-826.3819,-33.70971,1334.44092
64,0.525,-821.06805,-35.08218,1335.21167
65,0.533,-815.20233,-35.91024,1336.57166
66,0.542,-810.30652,-35.00976,1335.99744
67,0.55,-804.32098,-36.58785,1335.88147
68,0.558,-797.80115,-36.54816,1335.63062
69,0.567,-792.80017,-37.15508,1336.24622
70,0.575,-786.49982,-38.16242,1336.68677
71,0.583,-781.16119,-40.06907,1337.36035
72,0.592,-775.06171,-40.22728,1337.2981
73,0.6,-769.12579,-41.06663,1336.61768
74,0.608,-763.35767,-42.14854,1337.06628
75,0.617,-757.39276,-42.63303,1336.76172
76,0.625,-750.89056,-43.47442,1337.21252
77,0.633,-745.00391,-43.62726,1336.19922
78,0.642,-739.07526,-44.60636,1335.89478
79,0.65,-733.82599,-44.10127,1336.69666
80,0.658,-727.13409,-44.45279,1336.81592
81,0.667,-721.27869,-44.78358,1335.81091
82,0.675,-715.27032,-44.87392,1335.29797
83,0.683,-709.62604,-45.80343,1335.96777
84,0.692,-703.10205,-45.42681,1335.62109
85,0.7,-697.24408,-44.14632,1335.26758
86,0.708,-690.82263,-44.54976,1335.27783
87,0.717,-684.52985,-44.87167,1335.5354
88,0.725,-678.69196,-42.60773,1334.22217
89,0.733,-672.5755,-42.83759,1334.05884
90,0.742,-666.87952,-43.22971,1334.15564
91,0.75,-661.28156,-43.11708,1333.66382
92,0.758,-655.03436,-41.17199,1333.09583
93,0.767,-649.3689,-40.66549,1332.60168
94,0.775,-643.49878,-39.1018,1330.65771
95,0.783,-637.16919,-38.6507,1330.76147
96,0.792,-631.62622,-38.00062,1330.39331
97,0.8,-625.94409,-35.95051,1330.02502
98,0.808,-620.67377,-36.52567,1328.35413
99,0.817,-614.56079,-33.98519,1327.68274
100,0.825,-609.2818,-32.79992,1327.76367
101,0.833,-603.74109,-31.0429,1326.11877
102,0.842,-597.81305,-30.47106,1325.03967
103,0.85,-592.02325,-28.38255,1323.76111
104,0.858,-586.75208,-25.34262,1322.83679
105,0.867,-581.00549,-24.23999,1322.90747
106,0.875,-575.93073,-23.0314,1323.97778
107,0.883,-568.36414,-21.21844,1324.57861
108,0.892,-562.82819,-19.53275,1325.08142
109,0.9,-558.07471,-18.50034,1325.14087
110,0.908,-553.28888,-17.33619,1326.6322
111,0.917,-546.13202,-16.64194,1326.69983
112,0.925,-539.69061,-15.47804,1328.97498
113,0.933,-531.96454,-15.74853,1330.06641
114,0.942,-526.02454,-13.32447,1330.88647
115,0.95,-519.34644,-12.57997,1331.31482
116,0.958,-513.50708,-11.62711,1332.47083
117,0.967,-507.14465,-9.6747,1334.27844
118,0.975,-502.9798,-8.92804,1335.23816
119,0.983,-496.51935,-5.9293,1336.1228
120,0.992,-489.26532,-5.96535,1337.37415
121,1,-483.86832,-2.71294,1337.67993
122,1.008,-477.43066,-2.62322,1338.21973
123,1.017,-472.63733,-1.98264,1339.06702
124,1.025,-466.31088,-0.56522,1339.5437
125,1.033,-461.83701,0.83657,1340.28882
126,1.042,-454.82614,2.75223,1340.16406
127,1.05,-449.77301,3.84577,1340.44836
128,1.058,-443.19101,5.41863,1340.91882
129,1.067,-437.48453,5.917,1340.10791
130,1.075,-431.75348,6.42276,1340.99182
131,1.083,-426.29852,6.51509,1341.59119
132,1.092,-419.85272,9.34214,1342.48462
133,1.1,-414.54236,10.21478,1342.00989
134,1.108,-409.79401,10.41957,1342.51062
135,1.117,-403.91138,11.72698,1342.86768
136,1.125,-398.05908,11.70986,1343.01892
137,1.133,-393.26035,12.86918,1344.11902
138,1.142,-387.62762,13.27967,1344.22852
139,1.15,-382.52087,13.1894,1344.59924
140,1.158,-376.40039,14.11343,1344.51575
141,1.167,-370.82355,15.03171,1345.33093
142,1.175,-365.43555,13.73446,1345.68054
143,1.183,-360.17334,16.30733,1346.29419
144,1.192,-355.05099,15.86859,1346.47131
145,1.2,-349.39359,16.23341,1346.5553
146,1.208,-344.45953,17.50819,1346.55444
147,1.217,-338.53043,16.89587,1347.50415
148,1.225,-332.90747,19.008,1347.57678
149,1.233,-326.99738,18.01874,1347.17566
150,1.242,-320.67465,18.09252,1347.5802
151,1.25,-315.62943,18.78014,1346.53088
152,1.258,-310.25452,18.8894,1346.8363
153,1.267,-303.80197,19.21331,1346.87292
154,1.275,-297.85825,19.19763,1346.5144
155,1.283,-291.33334,19.66737,1347.36462
156,1.292,-285.70862,18.50372,1346.3075
157,1.3,-279.4487,19.11487,1345.3053
158,1.308,-273.60556,18.06483,1345.08411
159,1.317,-267.00089,17.57263,1344.71326
160,1.325,-260.36542,17.71227,1344.70496
161,1.333,-254.77161,16.91871,1342.39209
162,1.342,-247.49989,16.59554,1341.69055
163,1.35,-242.4498,14.9282,1341.36316
164,1.358,-235.5477,13.97386,1340.20227
165,1.367,-229.37454,12.88107,1339.34314
166,1.375,-224.49846,12.66857,1339.07214
167,1.383,-217.1384,11.49213,1337.04724
168,1.392,-210.7459,9.96778,1335.8844
169,1.4,-204.52464,9.34437,1333.93799
170,1.408,-198.07265,7.85961,1332.31702
171,1.417,-192.23792,5.68298,1331.31238
172,1.425,-185.74889,4.96695,1330.13965
173,1.433,-180.10866,4.71024,1327.84119
174,1.442,-174.24843,2.85225,1326.58215
175,1.45,-167.56624,1.62173,1325.33301
176,1.458,-160.13449,-0.2606,1324.64673
177,1.467,-154.20357,-1.88116,1323.37915
178,1.475,-147.73309,-4.27161,1322.59314
179,1.483,-141.21613,-5.94773,1322.47485
180,1.492,-135.06639,-5.96121,1322.51929
181,1.5,-128.03268,-9.10643,1322.56787
182,1.508,-121.91718,-9.23948,1323.69226
183,1.517,-115.297,-11.28879,1323.8761
184,1.525,-109.46157,-12.78113,1324.99683
185,1.533,-102.60343,-12.96214,1325.92163
186,1.542,-96.65733,-14.77706,1326.45215
187,1.55,-90.46174,-15.90504,1328.15137
188,1.558,-83.1311,-17.30202,1329.27429
189,1.567,-77.14487,-19.25439,1330.23474
190,1.575,-69.911,-20.03188,1330.7135
191,1.583,-64.37813,-22.55669,1331.19873
192,1.592,-57.84137,-23.72882,1332.35046
193,1.6,-50.49141,-25.11743,1332.10425
194,1.608,-43.72549,-26.52739,1332.82458
195,1.617,-37.42089,-27.94953,1333.98633
196,1.625,-29.95533,-29.73,1334.3927
197,1.633,-23.41721,-31.5371,1335.3147
198,1.642,-16.27174,-32.7911,1335.75354
199,1.65,-9.84136,-33.49386,1336.50073
200,1.658,-3.07947,-36.09149,1337.12537
201,1.667,4.74116,-36.37848,1337.35132
202,1.675,10.85352,-38.73408,1338.73621
203,1.683,18.61432,-39.5506,1339.21802
204,1.692,24.67997,-41.8405,1339.16479
205,1.7,32.14075,-42.67911,1340.22534
206,1.708,39.42523,-43.69174,1341.2832
207,1.717,44.54698,-45.3971,1341.70557
208,1.725,51.7927,-46.28613,1342.36438
209,1.733,57.85106,-48.54802,1342.47058
210,1.742,64.88615,-48.79458,1343.43542
211,1.75,70.74211,-50.51313,1343.36792
212,1.758,77.44842,-51.95857,1344.12097
213,1.767,83.75194,-52.74522,1344.16223
214,1.775,89.44175,-53.49,1344.61169
215,1.783,96.49966,-55.53787,1344.81104
216,1.792,101.27561,-56.34449,1344.82446
217,1.8,109.01169,-57.05489,1345.69727
218,1.808,115.41061,-59.18197,1345.35657
219,1.817,121.55075,-59.0595,1345.36145
220,1.825,128.3932,-58.57409,1345.51843
221,1.833,133.81593,-60.52611,1345.11316
222,1.842,141.23898,-60.44322,1345.42078
223,1.85,145.87357,-61.59905,1345.01038
224,1.858,153.45543,-62.32546,1345.54626
225,1.867,160.16969,-62.74762,1344.51086
226,1.875,165.75107,-63.41773,1344.88513
227,1.883,172.51199,-63.23127,1345.09509
228,1.892,177.94489,-63.97175,1345.35364
229,1.9,184.3853,-63.37353,1343.85205
230,1.908,189.95914,-63.82152,1344.23364
231,1.917,196.54048,-64.10856,1343.29773
232,1.925,202.83916,-62.86552,1342.79919
233,1.933,208.02402,-64.46624,1343.04272
234,1.942,214.95415,-63.42947,1341.80457
235,1.95,221.8022,-63.46412,1341.5968
236,1.958,226.97169,-62.37069,1341.60876
237,1.967,233.10309,-61.19726,1340.20398
238,1.975,239.68301,-60.20527,1338.52905
239,1.983,244.86665,-61.52351,1338.34106
240,1.992,250.94876,-59.92948,1337.99597
241,2,256.55795,-57.96609,1336.59619
242,2.008,261.8364,-58.45994,1335.07031
243,2.017,268.23013,-57.47125,1335.13672
244,2.025,273.89221,-56.19523,1334.6333
245,2.033,280.05865,-55.15413,1332.4679
246,2.042,285.68124,-53.42566,1332.70605
247,2.05,291.17758,-51.40105,1332.03479
248,2.058,297.00571,-50.2265,1331.77515
249,2.067,302.24826,-48.21995,1330.84314
250,2.075,309.69537,-46.75891,1329.77417
251,2.083,315.27066,-46.49093,1331.14978
252,2.092,321.35764,-44.51638,1331.94019
253,2.1,327.1124,-43.13581,1332.46472
254,2.108,334.07312,-42.48329,1334.52417
255,2.117,341.26868,-40.6449,1335.26123
256,2.125,346.95874,-41.62346,1336.87134
257,2.133,353.80423,-40.00727,1338.18433
258,2.142,360.29391,-39.21354,1339.24072
259,2.15,366.58832,-38.12383,1340.29114
260,2.158,374.13742,-37.18734,1341.48267
261,2.167,379.96506,-35.99918,1343.38037
262,2.175,385.49554,-35.22813,1343.93726
263,2.183,392.28168,-33.37569,1345.13879
264,2.192,397.16364,-31.61769,1345.15698
265,2.2,403.44434,-31.24029,1346.19287
266,2.208,409.41949,-28.94473,1346.55115
267,2.217,415.4147,-27.25562,1346.46375
268,2.225,420.44019,-26.86461,1347.17993
269,2.233,427.92969,-25.45963,1348.25061
270,2.242,434.07425,-23.42418,1349.14709
271,2.25,437.94507,-23.81145,1349.87488
272,2.258,443.96436,-21.64759,1350.11804
273,2.267,450.72595,-20.56708,1350.68677
274,2.275,456.14392,-20.38097,1351.46497
275,2.283,462.18713,-18.23869,1351.24744
276,2.292,466.92807,-15.93402,1350.96472
277,2.3,471.93201,-15.77942,1352.1134
278,2.308,478.59744,-14.69704,1352.25159
279,2.317,482.68732,-16.07104,1353.53357
280,2.325,488.43045,-13.87177,1353.08667
281,2.333,493.5321,-13.18514,1353.08496
282,2.342,498.91251,-12.19405,1353.57703
283,2.35,502.86606,-11.99914,1353.7887
284,2.358,508.323,-10.22013,1354.74292
285,2.367,514.22931,-7.72392,1354.93237
286,2.375,519.08551,-9.01605,1355.97327
287,2.383,525.34338,-7.74748,1356.2865
288,2.392,529.6391,-6.68808,1356.25049
289,2.4,535.19586,-5.91858,1356.19507
290,2.408,540.09424,-6.38253,1355.73438
291,2.417,546.43024,-5.10517,1356.01465
292,2.425,552.5658,-5.72585,1356.72693
293,2.433,556.21082,-4.29846,1356.73718
294,2.442,562.60938,-5.35879,1356.93762
295,2.45,568.65344,-4.09419,1356.93323
296,2.458,573.59918,-5.41146,1357.09021
297,2.467,579.97552,-4.78495,1356.78271
298,2.475,585.8465,-4.09465,1356.51343
299,2.483,592.51514,-4.85238,1355.53345
300,2.492,598.80872,-4.09948,1355.91467
301,2.5,604.46698,-4.90373,1355.71399
302,2.508,610.19128,-4.73703,1355.70422
303,2.517,617.16803,-5.62044,1354.28198
304,2.525,623.80817,-6.58541,1353.84924
305,2.533,629.18835,-5.78762,1353.61438
306,2.542,635.06189,-7.24782,1352.1615
307,2.55,641.96857,-7.68195,1351.96436
308,2.558,647.01514,-9.16464,1351.61865
309,2.567,654.5752,-10.05836,1349.62354
310,2.575,659.86664,-11.09292,1349.35071
311,2.583,665.96826,-11.26468,1347.42566
312,2.592,672.13654,-12.60525,1345.75159
313,2.6,678.19415,-14.73324,1345.70227
314,2.608,683.94666,-16.19613,1343.92041
315,2.617,691.10095,-15.47072,1343.06165
316,2.625,696.98853,-17.94509,1340.67932
317,2.633,703.43774,-18.20277,1340.53259
318,2.642,709.67847,-18.97275,1338.61902
319,2.65,714.82239,-22.38313,1337.52393
320,2.658,722.41791,-24.28269,1336.18298
321,2.667,729.18811,-24.64314,1335.23962
322,2.675,735.76453,-27.14996,1334.13208
323,2.683,742.42639,-25.83217,1331.64905
324,2.692,748.33069,-29.46922,1331.46021
325,2.7,753.46582,-31.20091,1331.39441
326,2.708,761.3454,-31.27237,1328.83325
327,2.717,768.84003,-34.44475,1330.08618
328,2.725,774.69171,-36.66418,1329.3634
329,2.733,781.67889,-37.79838,1329.80566
330,2.742,787.9903,-39.58985,1330.32751
331,2.75,794.84869,-40.97133,1330.43579
332,2.758,802.77533,-41.15461,1331.11853
333,2.767,809.30743,-43.26271,1331.349
334,2.775,817.30182,-44.85115,1331.80566
335,2.783,822.75513,-47.35402,1333.48462
336,2.792,829.85962,-49.33003,1334.57727
337,2.8,837.19861,-48.59841,1335.45337
338,2.808,843.90778,-52.48477,1335.99329
339,2.817,851.1546,-55.038,1337.24927
340,2.825,859.18005,-54.28505,1338.24255
341,2.833,864.95612,-55.89383,1338.47473
342,2.842,871.96356,-60.02623,1338.84863
343,2.85,879.55023,-60.10551,1339.79492
344,2.858,887.9505,-62.30362,1340.53833
345,2.867,895.0882,-62.84346,1339.93127
346,2.875,901.82288,-64.23982,1340.58118
347,2.883,909.53345,-68.91899,1340.58264
348,2.892,916.78345,-69.89268,1340.90649
349,2.9,923.39349,-71.24961,1342.18457
350,2.908,930.40167,-73.41824,1342.36658
351,2.917,939.1358,-74.10118,1342.92517
352,2.925,945.47546,-77.53613,1342.13525
353,2.933,950.92249,-79.90881,1342.1532
354,2.942,956.53729,-79.34673,1341.90308
355,2.95,964.9707,-80.84225,1344.01465
356,2.958,970.11365,-82.82792,1344.60986
357,2.967,978.53687,-82.20289,1345.73523
358,2.975,985.12103,-86.03971,1345.88879
359,2.983,990.10089,-88.5062,1346.31519
360,2.992,998.2337,-87.26714,1348.30957
361,3,1004.12457,-88.90889,1347.73975
362,3.008,1011.2229,-89.44188,1347.96741
363,3.017,1016.66174,-90.98907,1348.09302
364,3.025,1023.14929,-94.15033,1348.09216
365,3.033,1030.33594,-93.51603,1347.80981
366,3.042,1036.89893,-94.44058,1347.89355
367,3.05,1042.7876,-96.60516,1347.61707
368,3.058,1049.51843,-95.83492,1347.78711
369,3.067,1056.32104,-96.93062,1347.66736
370,3.075,1062.50757,-98.02339,1348.67468
371,3.083,1068.17224,-97.65445,1348.16235
372,3.092,1074.56812,-99.28576,1347.2489
373,3.1,1080.81848,-98.87943,1347.40979
374,3.108,1086.2063,-99.25343,1347.43982
375,3.117,1092.12488,-99.81046,1347.92249
376,3.125,1098.51428,-100.53265,1346.37781
377,3.133,1103.78479,-101.4408,1345.54626
378,3.142,1111.13867,-99.59377,1345.91443
379,3.15,1116.31384,-100.27296,1345.93469
380,3.158,1122.75439,-100.01752,1345.73694
381,3.167,1128.59277,-98.3598,1345.50452
382,3.175,1133.3678,-98.35714,1345.36414
383,3.183,1139.82422,-98.53843,1343.26526
384,3.192,1144.92834,-98.8187,1342.25293
385,3.2,1151.15955,-97.19009,1342.56824
386,3.208,1156.2887,-97.65399,1342.02051
387,3.217,1163.39612,-96.11263,1340.56921
388,3.225,1167.40308,-95.86125,1340.37463
389,3.233,1173.50024,-94.41011,1339.47571
390,3.242,1179.0824,-95.18613,1338.22705
391,3.25,1184.26794,-92.56268,1337.85803
392,3.258,1189.41504,-92.2277,1337.91797
393,3.267,1195.85596,-90.45717,1337.08459
394,3.275,1199.77136,-89.30202,1336.29858
395,3.283,1206.08667,-88.38077,1335.6925
396,3.292,1210.61267,-86.32778,1334.25867
397,3.3,1217.98291,-86.62788,1334.73035
398,3.308,1222.29102,-84.07979,1335.66882
399,3.317,1228.63623,-83.12301,1336.08923
400,3.325,1234.55603,-82.64674,1337.77429
401,3.333,1240.24426,-82.25717,1339.04517
