Frame#,Time,L.Thigh.x,L.Thigh.y,L.Thigh.z
1,0,-1040.63586,-94.74049,875.49847
2,0.008,-1035.46204,-96.66182,875.13342
3,0.017,-1030.9978,-94.97511,874.35553
4,0.025,-1026.07336,-95.20666,874.53064
5,0.033,-1021.92377,-94.16523,875.1286
6,0.042,-1017.48615,-95.6414,874.46295
7,0.05,-1012.1886,-95.82008,874.0929
8,0.058,-1007.49579,-94.47493,874.58368
9,0.067,-1002.76172,-95.71964,873.93689
10,0.075,-996.9043,-95.89275,873.78357
11,0.083,-991.80261,-95.21715,873.75403
12,0.092,-987.64978,-96.55142,873.50427
13,0.1,-981.12866,-95.83562,873.30444
14,0.108,-975.07715,-95.2485,873.48181
15,0.117,-970.66675,-95.88631,873.96826
16,0.125,-964.49329,-96.84962,873.73157
17,0.133,-958.7937,-96.69106,872.8194
18,0.142,-952.20715,-96.773,872.91577
19,0.15,-946.39514,-97.47175,872.2218
20,0.158,-939.90247,-96.90924,872.52148
21,0.167,-932.90948,-98.00629,872.02789
22,0.175,-926.94202,-98.38414,871.67773
23,0.183,-920.23505,-98.14864,871.68982
24,0.192,-913.57867,-100.9706,870.4516
25,0.2,-907.0835,-99.60798,869.93127
26,0.208,-899.92975,-101.53591,869.45715
27,0.217,-892.26062,-100.84431,869.17316
28,0.225,-884.92432,-100.02074,869.35083
29,0.233,-878.41046,-100.58788,868.29834
30,0.242,-870.6936,-101.87443,867.06024
31,0.25,-863.79333,-102.27116,866.58258
32,0.258,-855.44885,-103.90398,865.87671
33,0.267,-846.92932,-103.90998,865.30829
34,0.275,-839.3609,-103.24372,864.77399
35,0.283,-831.57428,-104.94541,863.64447
36,0.292,-824.11877,-105.91591,863.15417
37,0.3,-816.36737,-107.22182,862.72363
38,0.308,-807.59082,-106.74527,862.75555
39,0.317,-799.95593,-106.74225,862.2323
40,0.325,-791.47742,-108.84421,863.0072
41,0.333,-784.09686,-108.62,864.09821
42,0.342,-775.13611,-110.53709,865.20776
43,0.35,-767.38562,-110.80076,865.95459
44,0.358,-758.94476,-110.69924,866.8938
45,0.367,-751.12128,-111.8051,869.09113
46,0.375,-742.28564,-110.67426,871.29309
47,0.383,-735.06805,-113.646,872.35858
48,0.392,-726.92108,-112.75314,873.32233
49,0.4,-718.28387,-115.04592,875.94055
50,0.408,-710.53918,-114.4477,876.90668
51,0.417,-702.81329,-116.17596,878.62036
52,0.425,-694.32098,-116.41,880.22125
53,0.433,-686.64227,-115.85066,881.60883
54,0.442,-677.97546,-117.68437,882.80988
55,0.45,-669.8927,-118.07961,884.211
56,0.458,-661.95947,-119.19456,884.70575
57,0.467,-654.5531,-119.81244,886.12262
58,0.475,-646.54041,-118.29192,886.91461
