Frame#,Time,L.Shank.x,L.Shank.y,L.Shank.z
1,0,-1027.01196,-126.16152,828.19489
2,0.008,-1024.75891,-127.4327,827.15009
3,0.017,-1018.02826,-122.89415,828.37775
4,0.025,-1011.92822,-126.26151,827.58344
5,0.033,-1009.95636,-127.33384,827.86542
6,0.042,-1003.04193,-127.93993,827.39459
7,0.05,-999.95325,-124.69119,827.37134
8,0.058,-996.91284,-126.37574,826.97546
9,0.067,-989.90546,-127.44283,830.10034
10,0.075,-982.92932,-126.08659,828.44275
11,0.083,-978.92731,-126.6664,827.83044
12,0.092,-974.12195,-129.4637,827.84875
13,0.1,-966.58148,-125.94016,827.46979
14,0.108,-963.13104,-127.05431,827.64996
15,0.117,-957.25653,-129.57094,827.8432
16,0.125,-950.17841,-127.20074,827.1629
17,0.133,-944.61554,-130.1564,826.76538
18,0.142,-939.43982,-121.47292,826.22888
19,0.15,-933.83667,-127.29322,826.77777
20,0.158,-925.2287,-132.85161,825.43231
21,0.167,-918.91663,-130.23088,825.72986
22,0.175,-916.45898,-128.95363,824.14001
23,0.183,-907.82977,-125.77251,824.33173
24,0.192,-901.85773,-129.15417,823.5506
25,0.2,-894.57947,-129.2606,823.25684
26,0.208,-887.31622,-129.37117,822.96368
27,0.217,-880.12921,-128.75706,821.28571
28,0.225,-873.73474,-127.69886,820.33197
29,0.233,-864.71643,-126.36759,821.22552
30,0.242,-859.46735,-128.86783,818.8324
31,0.25,-852.84131,-127.62431,816.62744
32,0.258,-845.22943,-127.33955,817.21405
33,0.267,-840.10718,-125.5975,815.81372
34,0.275,-828.78772,-128.56065,815.81177
35,0.283,-821.65668,-128.70538,815.52789
36,0.292,-810.9964,-131.67188,815.68365
37,0.3,-800.30664,-135.43578,816.29321
38,0.308,-792.37445,-133.20207,815.66284
39,0.317,-787.40247,-132.73534,813.62994
40,0.325,-780.13849,-136.14873,814.7359
41,0.333,-768.89008,-139.72,817.17004
42,0.342,-755.63123,-140.08597,818.29205
43,0.35,-747.43781,-140.38463,819.71143
44,0.358,-739.4953,-141.86024,821.3645
45,0.367,-729.88928,-137.67714,823.1712
46,0.375,-722.47559,-141.94066,824.82654
47,0.383,-714.6532,-142.53522,825.76038
48,0.392,-705.85352,-143.19753,827.71497
49,0.4,-697.7204,-143.20714,829.8252
50,0.408,-689.59955,-145.01785,831.60803
51,0.417,-679.95081,-142.87944,832.48853
52,0.425,-672.9223,-146.53619,833.67914
53,0.433,-664.85913,-146.88557,836.50293
54,0.442,-656.37213,-146.78972,837.96399
55,0.45,-647.44336,-146.12424,839.3725
56,0.458,-639.09576,-147.81937,839.45374
57,0.467,-631.73645,-147.41338,840.53357
58,0.475,-622.26422,-148.41534,841.56989
59,0.483,-614.12537,-147.81129,842.64728
60,0.492,-606.0163,-148.56044,843.89105
61,0.5,-597.93811,-149.07538,843.09808
62,0.508,-591.19775,-150.70654,845.00055
63,0.517,-582.90076,-149.43657,845.99561
64,0.525,-573.95959,-147.72534,845.67444
65,0.533,-566.49341,-148.18979,845.97339
66,0.542,-560.47589,-150.10825,846.02081
67,0.55,-552.81506,-149.63374,846.6048
68,0.558,-544.26379,-148.6779,847.67969
69,0.567,-537.65942,-150.60074,848.1908
70,0.575,-530.1933,-148.44769,848.72961
71,0.583,-526.00183,-149.39735,847.86566
72,0.592,-520.61426,-147.33365,846.90527
73,0.6,-512.75854,-146.17238,847.72028
74,0.608,-504.08734,-148.3914,849.62872
75,0.617,-496.57745,-144.39058,849.59961
76,0.625,-490.05438,-143.16278,851.48273
77,0.633,-483.71729,-144.91447,851.33826
78,0.642,-476.40076,-144.62207,851.42194
79,0.65,-467.63113,-145.16757,849.62561
80,0.658,-463.49484,-145.66689,851.57654
81,0.667,-455.98059,-145.12685,851.07886
82,0.675,-448.32523,-143.74628,851.2005
83,0.683,-443.21619,-144.20358,850.44379
84,0.692,-436.79922,-143.75415,850.84314
85,0.7,-430.81659,-143.88553,850.08417
86,0.708,-424.49969,-142.60796,849.6795
87,0.717,-418.28427,-143.60362,849.62097
88,0.725,-412.39139,-141.08051,849.75818
89,0.733,-406.01205,-139.80696,848.81885
90,0.742,-400.16608,-140.38445,850.79749
91,0.75,-393.52625,-137.85507,848.93176
92,0.758,-388.5791,-138.9305,848.84003
93,0.767,-382.79181,-139.47005,847.04205
94,0.775,-377.0386,-139.75981,847.74591
95,0.783,-370.13596,-137.16251,845.76093
96,0.792,-367.45523,-138.51802,846.27716
97,0.8,-359.38177,-136.44778,845.05377
98,0.808,-355.21497,-135.72884,845.31921
99,0.817,-348.49127,-135.51671,843.48035
100,0.825,-343.46948,-134.13867,843.12885
101,0.833,-337.74622,-135.10742,843.05219
102,0.842,-332.91937,-134.09061,841.46765
103,0.85,-327.38181,-133.36357,840.9809
104,0.858,-322.20422,-132.87885,840.63849
105,0.867,-318.43375,-132.05901,839.42291
106,0.875,-312.35141,-131.58134,838.24878
107,0.883,-307.71689,-131.33876,838.13318
108,0.892,-302.58359,-130.79883,837.91412
109,0.9,-298.78098,-131.63681,838.66571
110,0.908,-294.74548,-130.73134,839.04541
111,0.917,-290.56192,-130.86371,839.16766
112,0.925,-286.08051,-130.66742,839.29376
113,0.933,-282.4248,-130.09904,839.51251
114,0.942,-278.93887,-130.51701,839.31927
115,0.95,-276.10156,-131.43404,839.74231
116,0.958,-272.10016,-128.41933,839.20563
117,0.967,-268.03311,-129.86696,840.4704
118,0.975,-263.80234,-130.71507,841.93866
119,0.983,-260.44522,-128.36586,842.47034
120,0.992,-257.46964,-128.61284,843.23206
121,1,-253.39699,-130.09045,843.87415
122,1.008,-250.09509,-127.72123,843.42291
123,1.017,-246.88799,-127.46975,841.98572
124,1.025,-242.73119,-129.29034,844.06537
125,1.033,-238.1528,-129.06635,842.76428
126,1.042,-234.77394,-128.47768,843.48169
127,1.05,-231.46251,-129.28185,843.68933
128,1.058,-229.35643,-127.62067,842.36969
129,1.067,-225.46837,-125.44557,841.82428
130,1.075,-222.08955,-127.05912,841.2605
131,1.083,-217.06825,-130.81456,842.83783
132,1.092,-213.54533,-127.8803,841.56854
133,1.1,-209.34509,-128.56003,841.13751
134,1.108,-207.31224,-130.3905,841.06287
135,1.117,-203.44255,-129.89749,841.99115
136,1.125,-199.9019,-128.83159,841.93536
137,1.133,-197.59354,-129.73389,841.67371
138,1.142,-194.00629,-131.3465,841.59772
139,1.15,-190.51662,-126.44941,838.33984
140,1.158,-186.34752,-129.56313,839.18011
141,1.167,-183.40469,-131.10841,840.06305
142,1.175,-179.97375,-130.59409,839.86658
143,1.183,-175.7879,-130.53529,839.87689
144,1.192,-172.3421,-130.56349,840.49658
145,1.2,-170.16634,-131.20107,841.2489
146,1.208,-166.72241,-129.96097,841.73444
147,1.217,-162.50739,-131.487,841.0957
148,1.225,-158.08929,-132.53278,841.46906
149,1.233,-153.88783,-132.35126,841.13525
150,1.242,-150.15572,-131.44926,840.44196
151,1.25,-146.32413,-132.65448,841.08551
152,1.258,-141.1987,-133.16164,840.58221
153,1.267,-136.2805,-132.80293,840.32251
154,1.275,-131.28415,-132.9584,840.78033
155,1.283,-126.1819,-133.98396,840.10089
156,1.292,-120.65044,-132.23842,837.01886
157,1.3,-115.24507,-134.25899,837.67853
158,1.308,-109.16799,-134.41202,837.35797
159,1.317,-104.45815,-135.90913,837.25824
160,1.325,-99.39494,-134.62364,837.27252
161,1.333,-93.96691,-136.13809,835.99188
162,1.342,-86.86504,-135.38582,835.45081
163,1.35,-80.66688,-137.66177,835.69037
164,1.358,-74.50842,-137.30713,834.69647
165,1.367,-67.52302,-139.23425,834.32526
166,1.375,-61.63798,-137.23778,833.94977
167,1.383,-55.09455,-140.38588,833.23169
168,1.392,-46.80254,-138.58237,832.7796
169,1.4,-38.69262,-136.71495,830.39484
170,1.408,-32.12339,-140.3273,829.51764
171,1.417,-24.47624,-139.08344,829.84619
172,1.425,-14.74233,-139.39648,828.74463
173,1.433,-9.89706,-143.40981,831.52509
174,1.442,-0.42563,-143.08501,831.76019
175,1.45,7.97382,-142.75397,830.84863
176,1.458,16.74797,-144.36037,831.63245
177,1.467,23.96602,-144.00349,831.57721
178,1.475,34.24223,-144.62297,831.00122
179,1.483,43.56633,-146.94093,830.28815
180,1.492,51.16512,-145.59819,828.53668
181,1.5,60.90635,-148.07182,829.70129
182,1.508,68.62173,-147.03883,829.3949
183,1.517,77.65287,-147.72063,829.88458
184,1.525,86.78681,-148.24602,830.95343
185,1.533,94.93336,-150.40073,832.03699
186,1.542,104.65808,-150.96419,833.42212
187,1.55,113.75446,-153.9332,836.91321
188,1.558,122.60669,-152.08446,836.99915
189,1.567,129.97453,-155.50386,840.24902
190,1.575,140.16661,-155.68111,840.70807
191,1.583,148.74785,-156.23354,842.17651
192,1.592,158.18532,-156.84666,843.88116
193,1.6,165.21606,-158.58426,845.18945
194,1.608,174.74467,-158.94221,847.07965
195,1.617,183.8661,-160.13153,849.08807
196,1.625,191.66341,-161.34303,850.69995
197,1.633,200.92899,-162.46024,851.64075
198,1.642,208.96141,-163.30754,852.07928
199,1.65,217.25121,-163.34688,853.5459
200,1.658,226.71379,-165.82098,855.46552
201,1.667,235.06731,-165.91008,855.42841
202,1.675,243.36093,-166.48215,855.52832
203,1.683,251.74565,-166.52554,856.51282
204,1.692,260.20981,-168.69733,856.45978
205,1.7,269.06091,-168.7907,857.30939
206,1.708,277.56665,-168.45079,857.67297
207,1.717,285.12567,-169.25893,857.56696
208,1.725,293.79675,-169.67708,858.60638
209,1.733,301.11386,-169.33025,858.91742
210,1.742,308.43958,-170.2261,859.42499
211,1.75,316.36548,-171.33824,859.07483
212,1.758,325.08643,-169.68869,859.92072
213,1.767,332.00555,-170.18552,860.28864
214,1.775,339.26596,-170.81009,860.52332
215,1.783,346.30392,-170.38274,860.83038
216,1.792,353.92731,-170.00034,861.07544
217,1.8,360.88846,-170.0054,860.84583
218,1.808,367.98486,-169.70578,861.43213
219,1.817,375.86545,-170.32312,861.8739
220,1.825,381.40396,-169.55705,861.44257
221,1.833,389.46426,-170.37994,861.62354
222,1.842,395.43161,-170.18414,861.97363
223,1.85,402.315,-169.58461,861.87439
224,1.858,409.04144,-169.08113,860.93628
225,1.867,415.0556,-168.62709,861.11536
226,1.875,421.44186,-169.67876,860.68555
227,1.883,427.84302,-168.71172,860.28381
228,1.892,434.76846,-168.50645,860.39856
229,1.9,440.263,-167.81799,859.78967
230,1.908,446.93488,-168.15213,859.96375
231,1.917,452.64291,-167.16447,858.86182
232,1.925,458.34506,-167.22765,858.44379
233,1.933,464.71878,-166.10555,858.3385
234,1.942,470.36307,-166.21944,857.37396
235,1.95,475.71857,-166.15239,856.25415
236,1.958,481.64261,-165.83339,855.91467
237,1.967,487.22519,-165.04727,855.19116
238,1.975,492.62778,-165.18015,853.99365
239,1.983,498.30637,-163.74112,853.43182
240,1.992,503.74716,-163.16144,852.57159
241,2,508.78915,-163.65805,851.70728
242,2.008,514.57886,-163.30481,850.35498
243,2.017,519.62274,-162.69958,849.31586
244,2.025,524.86859,-162.07146,848.59363
245,2.033,529.8186,-161.76419,846.49329
246,2.042,534.7088,-162.62311,846.0484
247,2.05,539.63245,-162.17523,845.32166
248,2.058,545.03949,-161.35083,844.76819
249,2.067,550.09357,-160.93947,843.29449
250,2.075,555.70471,-160.89648,842.88647
251,2.083,559.48004,-162.10628,842.40375
252,2.092,563.55432,-162.92786,842.47333
253,2.1,568.37305,-160.35403,841.28253
254,2.108,571.75848,-162.85751,842.3327
255,2.117,574.43677,-161.93076,842.28424
256,2.125,579.16254,-161.66521,842.57239
257,2.133,583.42163,-163.14153,843.32947
258,2.142,586.33429,-161.66322,843.34271
259,2.15,590.49542,-162.35126,844.43591
260,2.158,595.41833,-162.5244,845.49915
261,2.167,598.15997,-162.20735,846.09094
262,2.175,601.82568,-161.43973,846.18335
263,2.183,606.84271,-162.94691,846.92902
264,2.192,609.75336,-162.4572,846.78217
265,2.2,614.02484,-161.32608,847.11829
266,2.208,618.16144,-163.49455,847.80566
267,2.217,622.27313,-162.74432,848.99652
268,2.225,625.79297,-162.08101,848.96124
269,2.233,629.6427,-164.25801,849.00812
270,2.242,632.79871,-164.12128,849.5116
271,2.25,636.90961,-164.37431,849.44733
272,2.258,640.8241,-165.09476,849.40118
273,2.267,644.80884,-163.91026,848.54297
274,2.275,648.81329,-163.74731,848.6424
275,2.283,653.43463,-164.40376,848.37482
276,2.292,655.12292,-164.07907,848.61163
277,2.3,659.18073,-163.75468,848.49518
278,2.308,664.36871,-165.28896,848.76508
279,2.317,667.57581,-164.03464,848.24219
280,2.325,671.32043,-164.30917,848.4585
281,2.333,675.45349,-164.39336,848.14709
282,2.342,679.26453,-164.21284,847.61194
283,2.35,683.72131,-164.61877,848.61371
284,2.358,687.78223,-164.61385,849.28021
285,2.367,692.24695,-164.66855,848.00281
286,2.375,696.53101,-164.15767,848.64893
287,2.383,700.15784,-163.33334,848.94147
288,2.392,704.68103,-163.9416,849.27979
289,2.4,709.19165,-165.32892,849.67633
290,2.408,714.26617,-164.47467,850.46234
291,2.417,718.36395,-163.65245,849.23285
292,2.425,723.78363,-164.07697,849.89075
293,2.433,728.54822,-163.7226,851.28156
294,2.442,732.10071,-163.58949,851.18793
295,2.45,737.76849,-163.24283,850.99597
296,2.458,742.90503,-165.29117,851.40491
297,2.467,748.25616,-165.21939,851.48511
298,2.475,753.23364,-165.93576,852.30328
299,2.483,758.97675,-164.85706,851.78168
300,2.492,763.13232,-165.58102,852.06659
301,2.5,768.86719,-166.04614,852.45776
302,2.508,775.74133,-166.61041,852.43231
303,2.517,780.52716,-167.06416,851.50989
304,2.525,787.46161,-167.34395,851.57941
305,2.533,793.41766,-168.40356,852.21008
306,2.542,800.40472,-167.84,851.62762
307,2.55,806.17786,-168.72427,851.82678
308,2.558,813.39893,-168.47984,851.50507
309,2.567,819.4787,-168.99922,850.66608
310,2.575,826.52411,-169.49312,849.94385
311,2.583,831.90948,-170.83206,850.42432
312,2.592,839.76709,-170.8434,850.39886
313,2.6,847.03094,-171.1228,849.64514
314,2.608,855.05322,-170.91803,848.3045
315,2.617,862.10376,-170.9375,847.50372
316,2.625,870.57904,-172.91681,847.48193
317,2.633,877.59393,-174.2057,847.17114
318,2.642,885.46155,-174.11993,845.69159
319,2.65,893.56647,-174.70102,845.47974
320,2.658,901.47534,-174.9856,844.6192
321,2.667,910.81995,-175.85545,844.66315
322,2.675,919.6217,-176.26636,843.28601
323,2.683,927.26025,-176.92642,843.15942
324,2.692,936.87585,-178.76942,843.27527
325,2.7,945.09918,-179.19447,842.68933
326,2.708,953.03241,-180.58244,841.96088
327,2.717,961.26385,-180.05179,841.55334
328,2.725,969.44867,-182.03448,841.48651
329,2.733,978.38654,-182.89581,841.89569
330,2.742,986.83685,-184.3566,842.32654
331,2.75,995.67078,-186.00699,843.23987
332,2.758,1004.44855,-185.7074,843.32928
333,2.767,1012.88464,-186.95602,843.61676
334,2.775,1021.33154,-187.64513,843.99115
335,2.783,1030.18384,-188.70416,845.56927
336,2.792,1039.56396,-189.52528,845.92584
337,2.8,1048.0238,-189.74652,847.89447
338,2.808,1057.6488,-191.76845,848.13873
339,2.817,1065.88562,-192.21483,848.9801
340,2.825,1074.63867,-192.93648,850.52069
341,2.833,1084.75183,-194.66216,851.08972
342,2.842,1093.26904,-195.08809,852.789
343,2.85,1103.17456,-195.55856,853.63354
344,2.858,1110.02173,-196.99651,854.15161
345,2.867,1119.76233,-197.73955,854.76355
346,2.875,1127.98755,-198.439,856.01031
347,2.883,1136.80652,-199.63336,855.83282
348,2.892,1145.1272,-199.95013,856.65143
349,2.9,1155.13879,-200.61188,857.53571
350,2.908,1163.90894,-202.34802,857.38354
351,2.917,1173.1001,-201.91008,857.42749
352,2.925,1181.37988,-202.24522,857.51556
353,2.933,1189.55298,-202.1593,856.62848
354,2.942,1197.63159,-202.48055,857.77246
355,2.95,1205.85706,-202.71712,857.07654
356,2.958,1212.96606,-203.46976,857.76697
357,2.967,1222.20728,-202.4344,857.40881
358,2.975,1229.38574,-203.19061,857.7796
359,2.983,1237.01868,-202.78563,856.62756
360,2.992,1245.08765,-203.82059,856.24957
361,3,1253.10913,-204.02199,857.01855
362,3.008,1260.44006,-204.50121,856.65729
363,3.017,1268.84119,-204.25032,858.21857
364,3.025,1275.86023,-205.09892,857.4024
365,3.033,1283.6958,-203.70715,858.46759
366,3.042,1288.96582,-205.25165,857.82727
367,3.05,1294.80371,-204.39282,857.35938
368,3.058,1304.96094,-202.32024,858.09125
369,3.067,1312.16394,-203.17163,858.22882
370,3.075,1318.92493,-203.52145,858.05481
371,3.083,1325.65283,-203.48911,857.85547
372,3.092,1332.27063,-203.98245,858.17499
373,3.1,1337.34351,-203.47879,857.70947
374,3.108,1344.22046,-203.38391,857.63776
375,3.117,1350.53992,-203.03406,856.9292
376,3.125,1356.31384,-202.36777,856.90588
377,3.133,1362.74585,-202.82594,856.03064
378,3.142,1368.06921,-203.10345,855.65448
379,3.15,1373.67444,-203.26233,854.94507
380,3.158,1379.07654,-202.98613,854.79913
381,3.167,1382.01892,-203.8084,852.87524
382,3.175,1388.21594,-203.91771,852.70734
383,3.183,1393.23474,-204.51949,851.84033
384,3.192,1398.16125,-203.40013,851.27252
385,3.2,1403.41846,-203.73088,850.88293
386,3.208,1409.20581,-202.77896,850.35052
387,3.217,1414.36975,-201.87268,848.88318
388,3.225,1420.18665,-202.09683,848.34149
389,3.233,1424.57349,-200.84172,846.33081
390,3.242,1430.12195,-200.85048,846.22528
391,3.25,1434.90479,-200.04005,844.79285
392,3.258,1442.19263,-198.72273,845.16022
393,3.267,1440.4198,-198.41443,843.1347
394,3.275,1447.17126,-201.63591,841.84216
395,3.283,1452.12061,-200.94406,840.78882
