Frame#,Time,R.Forearm.x,R.Forearm.y,R.Forearm.z
1,0,-1053.67078,35.51671,1321.47705
2,0.008,-1048.68591,37.02515,1320.8949
3,0.017,-1044.35107,36.38839,1321.23633
4,0.025,-1037.02051,34.28323,1321.68799
5,0.033,-1030.33362,35.53904,1321.32349
6,0.042,-1025.7699,35.95994,1320.81165
7,0.05,-1021.16174,35.74282,1320.42456
8,0.058,-1015.63043,35.05893,1319.14404
9,0.067,-1009.69269,35.33562,1319.00049
10,0.075,-1003.79181,33.94499,1319.1228
11,0.083,-996.6676,32.74023,1319.28809
12,0.092,-992.29407,32.60032,1318.05322
13,0.1,-985.38678,31.99027,1318.34998
14,0.108,-980.71741,31.67198,1318.23694
15,0.117,-975.05212,30.76102,1317.54285
16,0.125,-967.49908,30.61262,1316.63953
17,0.133,-961.43323,29.95774,1316.20422
18,0.142,-954.59113,29.12353,1315.98267
19,0.15,-948.42725,27.72763,1315.40125
20,0.158,-942.15332,27.0627,1314.41309
21,0.167,-936.91821,27.90373,1312.78784
22,0.175,-930.42584,26.00115,1312.01416
23,0.183,-924.94226,25.03816,1311.48584
24,0.192,-918.60413,25.92581,1310.64978
25,0.2,-911.07794,26.00434,1309.43103
26,0.208,-906.44806,22.75084,1307.98279
27,0.217,-900.52191,23.39968,1307.54089
28,0.225,-893.94696,20.8246,1305.59387
29,0.233,-886.97137,20.39569,1304.34497
30,0.242,-880.46814,19.33401,1303.60278
31,0.25,-874.49652,18.39513,1301.93494
32,0.258,-867.84412,17.35425,1301.33752
33,0.267,-863.19562,16.18088,1300.08691
34,0.275,-854.8573,14.43484,1298.9071
35,0.283,-850.07281,12.75002,1298.52612
36,0.292,-843.47034,9.35797,1297.78674
37,0.3,-837.06927,9.86948,1298.28113
38,0.308,-831.96997,9.96947,1298.00793
39,0.317,-825.43469,6.78337,1298.3728
40,0.325,-819.72339,7.26666,1301.1554
41,0.333,-812.05603,4.90539,1301.21948
42,0.342,-807.35016,3.89892,1302.84277
43,0.35,-801.4856,1.79354,1304.04517
44,0.358,-794.98462,0.61861,1306.03564
45,0.367,-789.34344,0.64147,1306.69385
46,0.375,-783.88116,-1.58711,1309.10181
47,0.383,-777.09186,-2.53458,1310.32837
48,0.392,-769.99188,-2.05966,1311.08057
49,0.4,-764.13745,-3.02086,1312.99646
50,0.408,-757.96234,-5.6706,1314.36682
51,0.417,-751.7959,-5.96077,1315.13269
52,0.425,-745.36102,-6.16874,1314.51807
53,0.433,-738.35785,-6.69568,1314.52808
54,0.442,-733.62042,-7.09052,1315.61169
55,0.45,-726.70825,-7.59046,1316.06201
56,0.458,-720.86926,-7.51626,1315.73169
57,0.467,-716.06732,-8.4966,1316.23523
58,0.475,-708.3819,-8.29784,1315.77844
