Frame#,Time,L.Thumb.M2.x,L.Thumb.M2.y,L.Thumb.M2.z,L.Finger3.M2.x,L.Finger3.M2.y,L.Finger3.M2.z
108,0.892,-597.83673,-14.12167,1210.23022,-463.40149,-144.44653,1155.91492
109,0.9,-591.31665,-12.34424,1211.60657,-458.13046,-142.10474,1156.77112
110,0.908,-585.04602,-12.32556,1212.6731,-452.35028,-141.6317,1157.80554
111,0.917,-579.0282,-10.06388,1212.99512,-446.75903,-140.64023,1160.19336
112,0.925,-572.46234,-9.44692,1213.82874,-440.82483,-138.71378,1160.68176
113,0.933,-565.38568,-8.11615,1215.1355,-435.19513,-137.83562,1162.84729
114,0.942,-558.82635,-7.83263,1216.2052,-429.33701,-135.72919,1164.09644
115,0.95,-552.50336,-7.91758,1217.02209,-422.33768,-134.96585,1165.90723
116,0.958,-545.75812,-6.28598,1218.32813,-417.03531,-133.30688,1167.47571
117,0.967,-539.55286,-5.52928,1219.58374,-410.57339,-131.02267,1169.56641
118,0.975,-533.13733,-2.948,1220.53064,-404.55536,-130.93405,1170.5282
119,0.983,-526.99872,-1.59901,1221.09229,-399.18359,-130.08972,1171.59058
120,0.992,-521.03802,-0.54518,1222.55554,-392.82782,-128.21895,1172.99133
121,1,-513.89319,0.00594,1223.10876,-387.22952,-126.86819,1174.8595
122,1.008,-508.35443,1.88167,1223.53833,-382.50705,-126.46545,1175.81091
123,1.017,-502.74384,3.53162,1224.72534,-376.74225,-124.6575,1176.57141
124,1.025,-497.01129,5.1851,1225.104,-373.38446,-123.56311,1176.34241
125,1.033,-491.0491,5.187,1225.19397,-367.56674,-123.4663,1176.87122
126,1.042,-485.17377,7.30477,1225.29163,-361.69455,-122.22144,1177.77832
127,1.05,-479.71097,7.9309,1226.36121,-357.09259,-122.11448,1178.78918
128,1.058,-473.60919,9.3656,1226.57043,-352.63907,-120.90163,1178.47607
129,1.067,-468.97711,10.67141,1226.81372,-348.32877,-118.95016,1178.33459
130,1.075,-462.55072,11.7679,1227.12122,-343.0639,-118.94184,1178.14856
131,1.083,-458.36633,13.1693,1227.21301,-338.60498,-118.24424,1177.56274
132,1.092,-452.21704,15.16267,1228.94409,-334.40762,-118.31158,1178.354
133,1.1,-447.11435,14.83206,1229.32971,-330.02838,-116.9909,1178.25208
134,1.108,-442.45108,16.36724,1230.02332,-325.40939,-117.32989,1178.13586
135,1.117,-436.74258,17.02975,1229.66016,-319.67172,-117.0304,1178.51941
136,1.125,-432.36005,17.83126,1229.92932,-315.79428,-117.22513,1179.69348
137,1.133,-426.44604,18.02734,1229.5282,-312.0856,-116.72839,1179.69006
138,1.142,-421.77362,19.71429,1231.23145,-307.23865,-116.27721,1179.51465
139,1.15,-416.84064,20.81997,1231.40381,-303.89893,-116.71606,1180.40588
140,1.158,-411.20856,21.064,1231.60291,-299.28519,-115.53844,1179.78137
141,1.167,-404.9075,21.51762,1231.9176,-294.9863,-115.44218,1179.47705
142,1.175,-400.9108,21.99205,1232.34033,-289.55524,-115.70274,1180.63489
143,1.183,-394.87146,23.56737,1233.01721,-286.78067,-115.39358,1181.203
144,1.192,-389.48224,24.02666,1233.88196,-281.02551,-115.90358,1181.37561
145,1.2,-384.75546,24.73932,1233.47937,-276.52127,-116.16207,1181.28735
146,1.208,-378.87839,24.43137,1233.8999,-272.37469,-114.93283,1181.13843
147,1.217,-373.31644,24.6662,1233.65833,-268.25729,-115.14112,1181.46167
148,1.225,-368.57315,25.99129,1233.23633,-262.58112,-114.42449,1181.43005
149,1.233,-361.75903,26.34247,1233.98535,-258.02551,-114.18879,1181.54797
150,1.242,-355.85025,26.64091,1234.24927,-253.80063,-114.9733,1181.69165
151,1.25,-351.21115,26.7604,1234.12988,-247.9747,-115.64185,1181.00061
152,1.258,-344.51025,29.25493,1234.79785,-243.7213,-115.30811,1180.33142
153,1.267,-339.93207,28.44703,1233.97314,-238.84322,-114.56354,1180.34753
154,1.275,-333.81796,28.07974,1233.86938,-234.34573,-114.72626,1179.81763
155,1.283,-328.84201,28.72504,1234.51526,-228.21408,-115.18646,1178.81812
156,1.292,-322.23145,28.58322,1233.51074,-223.34673,-116.46822,1179.59839
157,1.3,-316.08347,28.88267,1233.48535,-218.52728,-116.57818,1178.40759
158,1.308,-310.09241,28.35066,1233.16895,-212.52901,-115.61279,1177.67322
159,1.317,-304.95612,28.29371,1232.85327,-207.00824,-116.8403,1177.20227
160,1.325,-297.70438,28.77151,1231.63989,-201.52757,-116.38258,1176.41943
161,1.333,-292.09583,27.82868,1231.14709,-195.40108,-116.86317,1175.28528
162,1.342,-285.68777,26.17348,1230.50232,-189.10727,-116.64651,1174.7345
163,1.35,-278.81265,25.79522,1229.30359,-183.3817,-118.14777,1173.84729
164,1.358,-272.20642,25.8358,1227.96313,-176.98076,-118.57841,1173.00049
165,1.367,-266.25848,24.78576,1227.43701,-169.79587,-120.18595,1172.51453
166,1.375,-260.01175,23.61304,1226.06299,-165.2326,-119.33363,1170.07849
167,1.383,-253.14842,22.26241,1225.03735,-158.86235,-120.6942,1168.66028
168,1.392,-247.49501,21.68614,1223.23547,-152.96948,-122.73663,1168.39246
169,1.4,-240.89067,20.95324,1221.35522,-145.55507,-123.02991,1166.47327
170,1.408,-234.77603,18.8777,1220.58813,-138.97913,-125.26077,1165.54016
171,1.417,-227.66339,18.65567,1219.22363,-133.10835,-124.05451,1164.87891
172,1.425,-221.15831,16.79498,1217.69775,-126.48515,-127.19086,1163.11963
173,1.433,-214.73976,15.80002,1216.05579,-120.32265,-127.68291,1161.43909
174,1.442,-207.79405,14.23195,1214.54858,-114.13817,-129.54404,1160.18713
175,1.45,-201.72765,12.89701,1212.49695,-106.79037,-130.32042,1159.09009
176,1.458,-195.11702,11.5207,1211.74731,-100.61067,-131.12364,1158.44641
177,1.467,-188.14204,10.41751,1210.35535,-93.28954,-133.80867,1156.5957
178,1.475,-182.19698,6.85501,1209.37012,-85.91602,-135.36172,1155.88599
179,1.483,-174.36069,7.2299,1210.18848,-78.86617,-137.99686,1154.85242
180,1.492,-168.63518,7.02508,1210.43567,-71.02158,-137.71603,1154.58655
181,1.5,-162.16615,6.02434,1210.81116,-64.28949,-140.2708,1154.99487
182,1.508,-155.6097,4.19535,1210.57397,-56.77801,-140.491,1155.33313
183,1.517,-149.18965,2.91584,1211.29517,-49.57814,-143.11882,1155.32422
184,1.525,-143.30663,0.41065,1212.6792,-41.56147,-143.50185,1156.09778
185,1.533,-135.32994,0.2516,1212.66211,-34.7571,-145.12445,1157.20447
186,1.542,-129.63438,-1.28508,1213.80359,-27.16385,-146.18216,1158.52246
187,1.55,-122.3216,-2.75454,1215.03247,-19.59323,-147.84042,1159.87329
188,1.558,-116.09489,-2.82369,1216.17578,-12.00331,-149.28526,1160.52051
189,1.567,-110.13976,-5.71716,1216.36877,-4.28427,-151.1521,1161.97388
190,1.575,-102.90541,-6.65745,1218.0426,2.30378,-152.18486,1162.24048
191,1.583,-95.17217,-8.24685,1218.10071,9.38558,-153.0498,1162.77295
192,1.592,-89.39355,-10.23197,1218.70178,17.69471,-155.02408,1164.96167
193,1.6,-81.02216,-11.71886,1219.46484,24.41047,-157.0387,1166.10254
194,1.608,-75.39163,-14.5364,1220.26501,30.77862,-159.20824,1166.78796
195,1.617,-68.46819,-14.74056,1220.74487,38.66551,-160.74118,1167.81177
196,1.625,-60.99878,-17.56213,1222.33142,45.82084,-161.13042,1169.20752
197,1.633,-54.34653,-18.23035,1222.31873,54.07943,-163.65274,1168.95789
198,1.642,-46.80624,-20.3214,1222.12158,61.28967,-165.59602,1169.05457
199,1.65,-40.99298,-22.61605,1222.89478,69.4584,-166.7173,1170.03711
200,1.658,-34.39326,-22.98844,1223.34595,76.67723,-167.40482,1170.60071
201,1.667,-28.02636,-24.49645,1224.7771,85.77959,-168.27603,1170.33057
202,1.675,-21.45522,-26.56856,1225.33508,93.18237,-170.1926,1170.30151
203,1.683,-15.04295,-28.40514,1225.68359,101.69994,-170.7364,1171.44202
204,1.692,-9.9142,-31.09692,1226.8186,109.44758,-171.79161,1172.32458
205,1.7,-3.08214,-31.3126,1227.2085,117.70525,-172.00848,1171.97839
206,1.708,3.29032,-32.83438,1228.99438,126.29527,-172.56392,1171.81836
207,1.717,10.03509,-34.09347,1229.68335,133.4348,-173.34825,1172.81165
208,1.725,15.32347,-37.15187,1229.78259,141.55396,-173.44044,1172.68872
209,1.733,21.33128,-37.42667,1230.50842,149.48593,-173.64177,1172.66528
210,1.742,27.54109,-38.57659,1231.89441,156.87114,-174.28317,1172.86157
211,1.75,34.22501,-40.21934,1231.59937,164.31126,-176.04143,1173.93909
212,1.758,40.52042,-40.55542,1231.5896,172.3903,-175.42336,1174.17322
213,1.767,47.16833,-43.48839,1232.82166,178.72386,-176.03903,1174.6814
214,1.775,54.1771,-43.62183,1232.91443,186.91072,-178.3857,1174.57275
215,1.783,58.98288,-44.83591,1233.04822,193.73679,-177.11433,1175.47827
216,1.792,65.79504,-46.40394,1234.04565,199.4364,-179.38187,1175.20935
217,1.8,72.02621,-49.55555,1234.45911,206.90262,-178.24379,1176.1261
218,1.808,77.75213,-49.75215,1234.16138,214.76105,-178.92352,1175.79321
219,1.817,84.54656,-51.00347,1234.41748,221.76993,-179.75635,1175.43848
220,1.825,91.01324,-51.64333,1233.58972,227.18605,-180.67923,1175.38123
221,1.833,96.937,-52.21069,1233.1731,234.70689,-180.7363,1175.7478
222,1.842,102.00693,-52.11419,1233.57251,239.95981,-182.49838,1175.04675
223,1.85,109.47254,-53.84652,1234.35046,247.71202,-181.72514,1175.23499
224,1.858,115.76601,-56.16923,1234.47974,254.12721,-181.82796,1175.08984
225,1.867,121.99617,-56.17677,1233.84131,260.27881,-181.57932,1175.19653
226,1.875,127.1239,-56.95703,1233.89404,267.48657,-182.07793,1174.78711
227,1.883,133.20001,-55.45263,1234.23059,273.18594,-180.87781,1173.95093
228,1.892,139.47668,-56.21157,1233.80005,279.66302,-182.95544,1173.82642
229,1.9,145.38142,-56.49024,1232.87988,285.26428,-182.04041,1174.09546
230,1.908,153.1129,-55.45917,1231.78369,292.4697,-181.60066,1172.95691
231,1.917,158.05394,-57.53659,1232.08936,299.01422,-181.74309,1172.63916
232,1.925,164.6353,-55.78722,1232.37891,303.78387,-181.78473,1172.56274
233,1.933,170.62247,-55.25902,1231.08191,310.68393,-181.55775,1172.23145
234,1.942,176.15489,-56.13052,1230.26904,316.87756,-181.21501,1171.67407
235,1.95,182.29277,-54.86137,1229.72876,322.83395,-181.38034,1171.21594
236,1.958,189.37492,-53.54422,1228.49585,328.89331,-180.92209,1170.90942
237,1.967,194.28171,-54.93745,1227.73926,334.9733,-180.9626,1170.44983
238,1.975,201.81551,-53.56641,1227.37219,340.30966,-181.0168,1169.26697
239,1.983,206.80324,-51.64238,1227.06018,345.81821,-179.34618,1168.71313
240,1.992,212.80362,-53.05846,1225.81799,352.15979,-179.46605,1167.70972
241,2,218.72156,-49.5753,1223.57153,356.98828,-179.26639,1166.66675
242,2.008,225.47845,-49.07337,1224.17249,362.31369,-178.37843,1166.13062
243,2.017,231.11617,-49.22236,1222.55688,368.04083,-178.12254,1166.0332
244,2.025,237.66747,-47.51061,1222.07581,373.55496,-177.90517,1165.03394
245,2.033,243.8658,-46.19914,1221.7323,378.62018,-177.2782,1164.77625
246,2.042,250.07671,-45.87654,1220.20105,383.39484,-175.8728,1163.83765
247,2.05,255.62822,-44.43214,1220.06592,390.01135,-175.8441,1163.42761
248,2.058,263.09015,-41.99323,1218.06201,394.47418,-174.80547,1162.49268
249,2.067,268.81631,-40.45621,1218.06287,399.26508,-173.41689,1161.97717
250,2.075,273.97052,-41.51412,1217.91785,405.6275,-172.67796,1162.41565
251,2.083,279.84552,-39.84859,1217.83118,411.42627,-172.18535,1163.33337
252,2.092,286.84174,-38.20973,1219.37451,415.4881,-171.63794,1163.79919
253,2.1,293.90411,-36.38953,1220.5415,421.2182,-169.62982,1164.67542
254,2.108,299.47278,-37.87065,1221.16455,428.19138,-167.87259,1166.61035
255,2.117,306.63062,-36.194,1223.63721,432.31003,-167.56821,1167.43359
256,2.125,313.22769,-33.97551,1224.32751,438.72794,-167.8347,1169.49695
257,2.133,319.72818,-32.79734,1225.17664,444.02197,-165.50595,1170.4093
258,2.142,326.33258,-32.51149,1226.97461,451.23734,-164.1436,1173.37085
259,2.15,333.21506,-31.15893,1227.45618,456.72946,-163.13503,1174.3042
260,2.158,339.00421,-31.28492,1228.26721,463.07782,-163.17047,1175.76086
261,2.167,346.03314,-29.90279,1230.01831,469.43076,-161.15312,1177.73499
262,2.175,352.65405,-28.89457,1231.13635,474.91327,-160.98227,1178.91943
263,2.183,358.46066,-24.95801,1231.44873,481.5495,-159.84709,1180.83313
264,2.192,365.41672,-23.07416,1230.60645,486.60773,-157.22919,1181.38672
265,2.2,371.25864,-24.45991,1231.77588,491.5705,-156.75568,1181.96802
266,2.208,377.0618,-22.37298,1233.052,496.19107,-155.76884,1183.0686
267,2.217,383.35226,-19.80721,1234.00134,501.8822,-155.9908,1184.03906
268,2.225,388.07742,-20.20446,1234.03699,506.26965,-154.42903,1184.401
269,2.233,394.85379,-17.58933,1235.02124,510.54999,-153.92142,1184.71375
270,2.242,400.71213,-15.62762,1235.86157,515.48285,-153.23482,1186.05151
271,2.25,406.22702,-15.74685,1236.59045,519.88507,-152.63712,1185.55212
272,2.258,412.47202,-14.53713,1236.6803,524.40405,-152.90369,1185.93665
273,2.267,417.29172,-13.13593,1236.66589,528.81116,-151.48393,1185.75378
274,2.275,422.82687,-13.3063,1237.96997,534.09143,-149.67947,1186.56775
275,2.283,428.78522,-11.45541,1237.52979,538.59015,-149.51283,1185.47864
276,2.292,433.57901,-8.26635,1238.96545,543.75873,-149.06149,1186.24963
277,2.3,438.12143,-7.49969,1238.05005,547.82574,-149.06917,1187.19019
278,2.308,443.87256,-5.76652,1238.46643,552.65247,-147.65619,1186.89526
279,2.317,448.67371,-6.79805,1241.07324,557.21033,-147.04234,1187.8584
280,2.325,454.73053,-5.44821,1240.36047,561.42578,-147.58701,1187.63904
281,2.333,458.40598,-4.41141,1240.74744,565.91272,-146.29326,1188.29919
282,2.342,463.44742,-4.62681,1240.88074,570.52783,-146.59155,1188.94189
283,2.35,468.71066,-2.88911,1241.54651,575.09412,-145.71423,1189.03345
284,2.358,474.61139,-2.1558,1241.87244,579.08661,-145.5739,1189.49902
285,2.367,480.64026,-0.73077,1242.3551,583.47418,-144.89105,1189.21973
286,2.375,484.87964,0.43296,1242.36206,588.59174,-145.6761,1190.10229
287,2.383,491.05142,1.41725,1242.62244,592.29468,-144.57661,1191.03101
288,2.392,496.0506,2.67904,1242.93494,597.38025,-143.99776,1190.7124
289,2.4,499.75989,3.29354,1243.6853,601.00226,-144.02843,1191.36108
290,2.408,506.05542,1.97284,1244.09631,606.505,-143.89693,1190.49182
291,2.417,511.8782,3.39173,1243.42749,610.52002,-143.62619,1191.57544
292,2.425,517.87286,5.25184,1244.03796,616.09155,-143.56209,1191.17017
293,2.433,522.33453,4.845,1243.1991,620.49695,-143.1535,1191.45581
294,2.442,527.91888,6.6404,1243.76477,625.05957,-141.59528,1190.6145
295,2.45,532.78339,5.57582,1243.4989,630.47937,-141.99637,1190.8479
296,2.458,539.06079,6.33506,1243.99536,635.68036,-142.84055,1191.05042
297,2.467,544.46826,5.21183,1244.1134,640.65399,-142.39697,1190.63684
298,2.475,552.19183,6.64153,1244.09766,645.82159,-142.81793,1190.83667
299,2.483,556.8103,4.76532,1243.82568,650.48602,-142.36613,1189.79077
300,2.492,563.38495,5.39827,1243.8606,655.91107,-142.8596,1189.63721
301,2.5,568.63165,4.33597,1242.82813,661.7373,-143.65218,1189.71899
302,2.508,574.80371,6.06553,1241.76587,667.46411,-144.37128,1190.06396
303,2.517,580.89355,3.90641,1241.36194,673.56146,-144.30901,1188.30225
304,2.525,588.19019,5.43661,1241.7135,679.21411,-145.34929,1187.96436
305,2.533,592.34869,3.17261,1240.40588,685.09821,-144.8851,1187.67505
306,2.542,599.54755,2.3656,1238.98206,691.52502,-144.56841,1186.86829
307,2.55,604.97913,2.06283,1238.87061,696.96332,-145.54352,1186.24792
308,2.558,611.02069,-0.22157,1237.90051,703.43536,-147.04269,1185.28125
309,2.567,617.75256,0.49814,1236.64844,709.43634,-146.78322,1184.33972
310,2.575,623.97559,-1.58018,1237.0553,716.73932,-147.88522,1183.13708
311,2.583,631.85132,-0.70796,1234.21741,722.65729,-147.8541,1182.03003
312,2.592,636.33679,-2.74285,1233.66553,729.0387,-148.97714,1180.8092
313,2.6,643.24841,-4.7737,1232.14319,735.97955,-149.97217,1179.82947
314,2.608,649.80768,-4.74651,1230.46497,741.88873,-151.1317,1178.52954
315,2.617,656.56427,-8.02344,1229.79639,748.13654,-152.97545,1177.3623
316,2.625,664.05469,-7.65682,1228.44519,754.99567,-154.06023,1176.54883
317,2.633,669.00592,-8.7526,1227.74329,761.93201,-154.49957,1174.948
318,2.642,676.84314,-8.6055,1225.02905,769.05396,-155.31352,1173.66284
319,2.65,682.87097,-9.89013,1224.422,775.91113,-157.06253,1172.17053
320,2.658,689.14667,-12.80288,1222.8938,782.63678,-158.12572,1171.33423
321,2.667,694.64764,-14.74481,1222.02722,789.42908,-160.33929,1169.77087
322,2.675,702.6098,-14.17167,1220.59021,796.09088,-162.05809,1168.52258
323,2.683,708.85327,-18.62428,1218.64258,803.68738,-162.5089,1167.51025
324,2.692,715.37177,-17.26412,1218.57019,810.64905,-164.1075,1166.37866
325,2.7,721.22241,-21.31201,1217.41028,817.59875,-165.24199,1165.62073
326,2.708,727.91473,-23.68259,1216.13062,824.42474,-166.85109,1164.55151
327,2.717,736.94501,-22.8563,1216.1543,831.14624,-168.33781,1163.75269
328,2.725,742.59412,-25.40042,1215.49292,839.05212,-170.77354,1164.27197
329,2.733,749.58844,-25.5778,1216.30237,846.77319,-172.24579,1164.23755
330,2.742,757.2475,-26.87966,1217.45898,854.44562,-172.91048,1163.97803
331,2.75,763.2561,-30.20798,1216.94934,862.19696,-173.97232,1163.6217
332,2.758,770.28363,-28.84093,1218.18262,870.5249,-176.93539,1164.83386
333,2.767,777.69818,-32.45937,1218.29944,877.80042,-178.27127,1165.47839
334,2.775,787.40417,-30.83027,1219.77502,885.24048,-179.22397,1165.89063
335,2.783,791.68628,-35.12655,1220.26318,894.37238,-181.08022,1166.85046
336,2.792,798.58679,-36.65636,1221.3396,902.42072,-181.8145,1168.49011
337,2.8,807.23755,-36.33267,1221.72119,910.0163,-182.53534,1169.13159
338,2.808,812.65564,-41.13968,1222.07935,918.14868,-185.54063,1170.26331
