Frame#,Time,R.ASIS.x,R.ASIS.y,R.ASIS.z
1,0,-1173.64001,-136.21877,1023.87585
2,0.008,-1169.02295,-135.74284,1024.31958
3,0.017,-1164.92212,-136.81158,1024.47461
4,0.025,-1160.93115,-136.34373,1024.47986
5,0.033,-1155.52759,-134.72122,1023.65784
6,0.042,-1150.91589,-135.30054,1023.26477
7,0.05,-1146.99866,-136.34891,1023.03363
8,0.058,-1142.21497,-132.95399,1023.10779
9,0.067,-1137.11108,-134.32709,1022.83551
10,0.075,-1133.11292,-135.50034,1022.70575
11,0.083,-1128.5791,-133.65173,1022.77069
12,0.092,-1122.92517,-133.66388,1021.55811
13,0.1,-1118.02478,-134.9176,1020.9267
14,0.108,-1113.05188,-135.48662,1020.96155
15,0.117,-1107.03723,-133.79836,1020.26837
16,0.125,-1102.34607,-134.95848,1020.21082
17,0.133,-1097.62061,-135.89688,1019.37952
18,0.142,-1091.15967,-134.98672,1018.3222
19,0.15,-1085.77332,-135.00453,1018.13049
20,0.158,-1080.62903,-136.42566,1017.35266
21,0.167,-1072.55078,-135.61562,1016.14233
22,0.175,-1067.87073,-137.35924,1015.56024
23,0.183,-1062.0614,-138.66904,1014.94421
24,0.192,-1055.53992,-137.73503,1013.5285
25,0.2,-1049.31763,-139.95343,1012.71002
26,0.208,-1043.33875,-141.13547,1011.72839
27,0.217,-1035.16858,-140.31183,1010.55011
28,0.225,-1029.10852,-142.04738,1009.47626
29,0.233,-1023.34668,-143.77365,1008.21936
30,0.242,-1015.07147,-143.62288,1006.13037
31,0.25,-1009.35602,-145.53807,1003.71484
32,0.258,-1002.79443,-147.61798,1002.46765
33,0.267,-993.75232,-148.01089,1000.80524
34,0.275,-987.03058,-149.75986,999.59662
35,0.283,-979.46393,-152.24646,997.90314
36,0.292,-971.53027,-151.91554,996.97418
37,0.3,-963.25562,-154.31038,996.77948
38,0.308,-954.79138,-154.16255,996.05524
39,0.317,-946.97736,-154.65695,995.9118
40,0.325,-939.20703,-157.1207,996.30536
41,0.333,-930.74878,-156.92967,997.086
42,0.342,-922.74261,-159.56868,998.61694
43,0.35,-914.07568,-158.82884,999.12476
44,0.358,-907.00562,-160.45403,1000.28888
45,0.367,-899.32288,-162.14842,1001.00092
46,0.375,-890.47937,-161.90726,1002.44513
47,0.383,-882.91138,-163.34404,1003.65332
48,0.392,-875.92383,-164.47891,1004.09113
49,0.4,-867.6861,-166.2301,1005.27332
50,0.408,-860.59296,-167.84169,1006.04108
51,0.417,-852.11005,-166.77495,1006.48236
52,0.425,-845.36774,-168.48834,1007.30743
53,0.433,-838.00922,-169.28017,1007.11938
54,0.442,-830.86292,-170.77954,1008.20007
55,0.45,-824.25562,-173.22255,1008.29431
56,0.458,-815.88031,-172.02458,1008.17767
57,0.467,-808.66827,-173.99132,1008.1922
58,0.475,-801.50354,-174.66611,1008.53638
59,0.483,-792.31232,-175.73026,1008.26672
60,0.492,-785.49426,-175.18935,1008.28259
61,0.5,-778.9176,-177.66107,1007.85645
62,0.508,-771.74847,-179.30801,1008.0304
63,0.517,-765.24005,-179.01613,1007.69763
64,0.525,-755.98846,-179.98082,1008.51312
65,0.533,-748.1532,-179.87099,1007.93701
66,0.542,-740.28113,-179.25096,1007.81439
67,0.55,-732.61194,-180.39415,1008.6817
68,0.558,-726.71155,-180.91592,1008.54913
69,0.567,-720.41504,-180.9427,1009.03589
70,0.575,-712.12048,-181.21407,1009.13232
71,0.583,-705.24207,-182.08719,1009.43982
72,0.592,-699.87396,-180.86398,1008.67444
73,0.6,-692.38068,-181.48021,1008.6535
74,0.608,-686.1615,-181.80392,1009.0672
75,0.617,-678.7887,-182.51848,1008.83502
76,0.625,-672.88013,-182.37625,1009.28314
77,0.633,-667.08203,-182.33061,1007.90186
78,0.642,-660.03973,-183.13474,1007.92609
79,0.65,-654.35358,-183.44768,1007.53467
80,0.658,-646.16528,-182.76888,1006.86658
81,0.667,-641.63892,-182.66447,1007.35883
82,0.675,-634.6955,-183.03802,1006.08795
83,0.683,-629.21606,-182.96269,1006.96442
84,0.692,-622.16724,-182.45627,1006.17859
85,0.7,-615.89197,-182.58578,1006.15442
86,0.708,-610.14435,-182.9754,1006.4057
87,0.717,-603.30988,-181.66454,1005.3183
88,0.725,-597.10773,-181.85048,1005.12103
89,0.733,-590.79333,-181.76985,1005.62738
90,0.742,-585.56024,-182.33562,1005.3653
91,0.75,-578.84479,-180.28575,1004.60846
92,0.758,-573.85132,-180.4912,1004.51337
93,0.767,-567.23785,-179.5605,1003.51331
94,0.775,-561.14185,-178.44746,1002.92419
95,0.783,-556.35913,-178.92534,1002.95453
96,0.792,-550.5434,-178.5363,1002.93591
97,0.8,-543.16656,-176.95944,1002.38965
98,0.808,-538.88873,-177.04793,1002.43549
99,0.817,-533.03571,-175.68826,1000.32336
100,0.825,-525.54803,-175.44374,999.45648
101,0.833,-521.74554,-174.44855,999.88971
102,0.842,-515.65778,-172.88199,999.89453
103,0.85,-511.08066,-172.76076,999.68658
104,0.858,-505.55481,-171.9675,998.39886
105,0.867,-501.3941,-170.82632,999.00635
106,0.875,-494.54459,-170.0555,999.29852
107,0.883,-489.84424,-168.56078,999.82373
108,0.892,-484.45871,-166.97278,1000.36078
109,0.9,-478.81552,-166.2924,1001.82648
110,0.908,-473.95132,-164.86836,1002.75287
111,0.917,-468.64386,-162.63626,1003.19757
112,0.925,-463.98254,-161.55891,1005.33923
113,0.933,-459.03522,-159.73158,1006.73492
114,0.942,-454.15814,-157.89331,1009.24451
115,0.95,-448.98935,-157.73798,1011.47931
116,0.958,-445.74969,-157.53288,1013.49048
117,0.967,-440.18008,-155.34808,1014.82013
118,0.975,-436.12283,-154.96019,1017.10718
119,0.983,-431.76047,-152.26764,1018.82416
120,0.992,-426.36566,-152.10397,1020.37994
121,1,-422.07251,-151.42763,1021.57178
122,1.008,-418.08936,-150.90701,1023.23242
123,1.017,-413.63797,-150.01208,1024.07422
124,1.025,-408.96667,-149.29906,1024.36633
125,1.033,-405.06189,-148.77303,1025.83105
126,1.042,-399.1676,-146.99243,1026.0105
127,1.05,-395.70233,-146.65768,1026.75879
128,1.058,-390.54697,-146.19244,1026.42859
129,1.067,-386.06537,-147.10497,1027.20508
130,1.075,-382.58182,-145.34514,1027.33887
131,1.083,-378.70618,-145.06758,1027.29858
132,1.092,-374.4725,-144.74132,1026.9198
133,1.1,-370.93484,-143.91708,1028.54846
134,1.108,-367.29327,-143.36542,1028.06726
135,1.117,-363.08679,-143.64746,1028.29822
136,1.125,-358.93948,-141.59283,1028.26086
137,1.133,-356.10532,-141.23563,1029.02454
138,1.142,-351.83014,-141.17101,1028.9917
139,1.15,-346.82022,-140.20882,1028.9834
140,1.158,-342.73499,-140.57164,1029.54346
141,1.167,-338.026,-139.51193,1030.36084
142,1.175,-335.44168,-140.01308,1030.56323
143,1.183,-332.03351,-138.23703,1031.23132
144,1.192,-327.71579,-136.98668,1031.02808
145,1.2,-322.94669,-138.14467,1032.03638
146,1.208,-319.51468,-137.81136,1031.8938
147,1.217,-315.14154,-138.65283,1031.94873
148,1.225,-310.56415,-137.55589,1031.6698
149,1.233,-306.57169,-136.51663,1032.0011
