Frame#,Time,R.Shank.x,R.Shank.y,R.Shank.z
1,0,-1089.60803,-120.39629,966.27563
2,0.008,-1086.7489,-122.07291,965.7981
3,0.017,-1082.12085,-124.13396,965.7995
4,0.025,-1076.34302,-119.98794,966.83337
5,0.033,-1072.20386,-121.61964,966.13269
6,0.042,-1069.38171,-122.85137,966.68378
7,0.05,-1064.10132,-121.2902,966.30621
8,0.058,-1058.2384,-120.84361,965.94574
9,0.067,-1053.81738,-122.05206,966.03033
10,0.075,-1049.06665,-121.17883,965.26593
11,0.083,-1045.19678,-123.45978,965.02698
12,0.092,-1039.48645,-122.94315,964.98584
13,0.1,-1033.53088,-122.00678,964.85223
14,0.108,-1028.50452,-122.11258,964.55627
15,0.117,-1023.69275,-122.6144,963.96283
16,0.125,-1018.2196,-124.77551,963.73804
17,0.133,-1012.68597,-123.46064,963.14648
18,0.142,-1006.36102,-123.44788,963.49182
19,0.15,-1000.51947,-125.77831,962.41577
20,0.158,-995.05383,-124.89207,961.22998
21,0.167,-988.45581,-124.24484,960.54108
22,0.175,-982.10004,-124.19561,960.18829
23,0.183,-974.74951,-124.90974,959.59534
24,0.192,-968.98126,-126.64066,957.95404
25,0.2,-961.89526,-127.84942,957.57611
26,0.208,-955.46265,-126.88964,957.21014
27,0.217,-949.86786,-130.24432,956.25281
28,0.225,-942.88593,-131.51939,955.935
29,0.233,-936.10773,-130.4413,954.91962
30,0.242,-928.1795,-129.1282,953.44806
31,0.25,-920.33856,-130.44638,952.89502
32,0.258,-913.73126,-134.43785,949.755
33,0.267,-906.7041,-134.20447,950.28851
34,0.275,-898.49969,-134.55623,948.66577
35,0.283,-891.97571,-136.34201,947.50952
36,0.292,-884.38428,-137.25974,947.29657
37,0.3,-876.3233,-139.4218,946.64087
38,0.308,-867.89618,-140.11646,946.32373
39,0.317,-859.40149,-141.14182,946.00391
40,0.325,-851.87207,-140.84883,946.97894
41,0.333,-843.89258,-140.38339,947.22021
42,0.342,-834.43286,-140.30537,948.1958
43,0.35,-825.84656,-143.698,949.06207
44,0.358,-818.58154,-142.98778,951.6745
45,0.367,-810.37195,-143.57773,952.4903
46,0.375,-801.50598,-143.22871,953.62372
47,0.383,-794.1145,-147.38911,954.84564
48,0.392,-785.42053,-146.13184,956.91095
49,0.4,-778.26288,-148.19025,957.71814
50,0.408,-772.88086,-149.54051,960.29041
51,0.417,-764.31659,-149.39273,960.62421
52,0.425,-757.43805,-150.30583,961.83771
53,0.433,-747.93915,-151.09166,962.15399
54,0.442,-741.44202,-152.37617,963.63196
55,0.45,-734.7085,-154.1404,963.58813
56,0.458,-725.31586,-153.39883,964.15918
57,0.467,-718.45239,-154.83168,965.00916
58,0.475,-710.21912,-154.00023,965.30487
59,0.483,-703.16565,-156.36502,965.49756
60,0.492,-695.37366,-154.87241,965.77271
61,0.5,-688.18018,-156.79422,965.39752
62,0.508,-681.28381,-156.4126,966.71283
63,0.517,-672.49213,-157.71165,967.4964
64,0.525,-665.58771,-157.28645,967.61212
65,0.533,-657.8067,-158.68752,968.03662
66,0.542,-649.81165,-156.02025,968.21521
67,0.55,-642.38409,-157.24016,968.33087
68,0.558,-635.80963,-157.30908,968.70044
69,0.567,-628.39441,-155.28654,968.91974
70,0.575,-621.67657,-157.57144,968.88574
71,0.583,-614.32202,-156.27997,969.12482
72,0.592,-608.12915,-157.07291,969.25189
73,0.6,-601.28473,-156.68451,969.68042
74,0.608,-595.0965,-157.3636,970.12848
75,0.617,-588.7757,-157.24023,969.29688
76,0.625,-581.74213,-158.59166,970.37628
77,0.633,-575.18933,-157.30937,970.43225
78,0.642,-568.50012,-156.9814,970.88159
79,0.65,-562.17896,-157.64122,970.31171
80,0.658,-556.27423,-157.72336,970.99408
81,0.667,-549.6424,-155.89752,969.66479
82,0.675,-543.21387,-156.35201,969.56714
83,0.683,-537.33118,-156.14006,969.39478
84,0.692,-530.85986,-156.28488,969.0683
85,0.7,-524.89099,-156.52962,969.31689
86,0.708,-518.29218,-154.53177,968.51208
87,0.717,-512.24219,-154.85527,968.16479
88,0.725,-506.6427,-154.46581,968.00342
89,0.733,-500.33057,-153.14871,968.33337
90,0.742,-493.30075,-154.17596,968.54901
91,0.75,-488.0343,-153.54375,967.8371
92,0.758,-482.13336,-153.11855,967.59186
93,0.767,-475.72089,-152.15204,966.21417
94,0.775,-470.10431,-150.81485,966.25372
95,0.783,-464.93549,-150.21742,965.48828
96,0.792,-459.5574,-149.70279,963.79865
97,0.8,-453.70844,-148.96176,963.91638
98,0.808,-447.72836,-149.00323,963.66522
99,0.817,-441.99292,-148.72305,963.20227
100,0.825,-436.7316,-148.14131,962.9906
101,0.833,-430.74313,-146.22441,962.05701
102,0.842,-424.5144,-146.25087,961.24756
103,0.85,-419.30154,-144.59186,961.18774
104,0.858,-415.37164,-144.23853,960.44159
105,0.867,-408.92572,-143.34332,960.62964
106,0.875,-404.07483,-143.02191,960.21906
107,0.883,-398.37189,-142.32394,959.50922
108,0.892,-393.36566,-141.81461,960.20709
109,0.9,-389.10263,-140.5918,960.45233
110,0.908,-384.16098,-139.31088,960.90808
111,0.917,-378.13339,-137.81621,961.71021
112,0.925,-373.68188,-136.68925,962.41711
113,0.933,-369.60107,-134.7466,963.98761
114,0.942,-364.90707,-135.11441,965.13257
115,0.95,-359.81183,-134.14441,966.10883
116,0.958,-356.56311,-135.11829,967.1377
117,0.967,-351.42029,-133.03441,968.23285
118,0.975,-347.2308,-133.95706,970.59967
119,0.983,-342.37604,-133.09126,971.49133
120,0.992,-337.92908,-131.09703,972.40302
121,1,-334.89435,-131.22554,973.71014
122,1.008,-329.33615,-130.35388,973.68549
123,1.017,-325.23486,-131.58032,974.79999
124,1.025,-321.03085,-129.10738,974.92419
125,1.033,-316.21179,-129.57179,975.7912
126,1.042,-312.95465,-128.43983,975.54651
127,1.05,-308.52713,-127.39971,975.29492
128,1.058,-304.51343,-127.57198,975.44482
129,1.067,-300.6803,-127.62141,975.71301
130,1.075,-296.59174,-127.11276,975.50031
131,1.083,-292.24094,-127.63804,975.21667
132,1.092,-288.61725,-126.21814,975.70612
133,1.1,-284.87357,-125.42016,975.31592
134,1.108,-281.50262,-125.81606,974.25165
135,1.117,-276.36951,-124.86626,974.83887
136,1.125,-272.87775,-125.84206,974.60406
137,1.133,-268.94916,-125.16878,974.29352
138,1.142,-265.4187,-124.75076,974.245
139,1.15,-262.2937,-125.78028,974.92145
140,1.158,-257.72995,-124.96564,974.39929
141,1.167,-253.84605,-122.92442,974.74066
142,1.175,-249.96072,-124.95412,975.27148
143,1.183,-246.18213,-125.02625,975.36957
144,1.192,-241.03911,-123.46616,975.599
145,1.2,-238.48294,-124.21519,975.13788
146,1.208,-233.73763,-126.67826,976.26343
147,1.217,-229.74794,-125.27098,975.71423
148,1.225,-225.71454,-125.45332,976.13947
149,1.233,-222.0191,-123.94923,975.94366
150,1.242,-216.71021,-126.01125,975.46149
151,1.25,-212.83618,-125.71085,975.33252
152,1.258,-208.23709,-125.11882,974.99835
153,1.267,-203.5421,-125.41488,975.5274
154,1.275,-198.63885,-126.83031,975.2934
155,1.283,-192.72618,-125.60857,974.80347
156,1.292,-189.08652,-126.08592,973.72821
157,1.3,-183.70045,-127.09508,973.54059
158,1.308,-178.69185,-127.23989,973.46802
159,1.317,-174.2942,-126.16373,973.22479
160,1.325,-167.23689,-127.53764,971.87317
161,1.333,-162.30789,-127.51765,970.85083
162,1.342,-156.96593,-127.0814,970.91437
163,1.35,-151.3922,-129.3943,970.58594
164,1.358,-144.4227,-128.26685,968.97961
165,1.367,-138.65198,-130.64206,968.92358
166,1.375,-131.96301,-130.43636,968.52673
167,1.383,-125.39274,-132.30559,967.23621
168,1.392,-118.51002,-132.59793,967.17004
169,1.4,-112.94865,-133.79652,966.0061
170,1.408,-105.28931,-133.67474,964.80304
171,1.417,-98.81939,-134.77544,963.98572
172,1.425,-91.39433,-134.88773,962.56458
173,1.433,-84.71674,-137.81651,962.32019
174,1.442,-77.10343,-136.35272,961.07709
175,1.45,-68.77293,-139.15836,960.34033
176,1.458,-60.76782,-140.79387,959.38971
177,1.467,-54.25978,-140.84505,958.48077
178,1.475,-45.60246,-142.30598,958.0871
179,1.483,-37.61038,-142.73723,957.37518
180,1.492,-30.06981,-144.36885,957.07172
181,1.5,-21.4659,-145.32962,956.93707
182,1.508,-13.31404,-146.37425,956.84528
183,1.517,-4.74925,-147.42595,956.70709
184,1.525,3.39205,-148.47147,958.57013
185,1.533,11.15722,-149.20517,959.46698
186,1.542,20.1957,-150.8728,960.4071
187,1.55,28.82094,-151.89529,961.87067
188,1.558,37.59124,-153.36072,963.48401
189,1.567,46.40165,-155.07954,964.46124
190,1.575,53.69029,-156.00908,965.57129
191,1.583,60.98196,-156.68025,967.13666
192,1.592,70.12948,-158.18155,968.53967
193,1.6,78.1508,-161.01476,971.08978
194,1.608,86.21415,-161.9283,971.5733
195,1.617,94.06396,-162.15941,972.48798
196,1.625,102.61412,-164.56705,974.06958
197,1.633,110.89395,-166.14824,975.31189
198,1.642,118.88105,-167.017,975.2597
199,1.65,126.4837,-168.08696,975.96802
200,1.658,135.5271,-169.41153,976.76947
201,1.667,143.81007,-171.42427,977.09406
202,1.675,151.83194,-171.72321,977.29279
203,1.683,160.00133,-172.80823,977.42194
204,1.692,169.58443,-174.18604,977.8916
205,1.7,176.2149,-173.68037,978.04327
206,1.708,185.08922,-175.23445,979.04565
207,1.717,194.13271,-176.39316,979.49255
208,1.725,201.88229,-175.71616,979.82458
209,1.733,208.95227,-177.1893,979.93451
210,1.742,218.18437,-177.00452,979.9361
211,1.75,224.63898,-178.08968,980.44269
212,1.758,232.36662,-178.71465,981.43188
213,1.767,240.89247,-178.07481,981.68054
214,1.775,247.89444,-178.67311,981.44604
215,1.783,255.28433,-179.22336,981.83417
216,1.792,262.7337,-179.44957,981.93109
217,1.8,269.45792,-179.21147,982.34338
218,1.808,276.75763,-180.70174,982.31085
219,1.817,283.7345,-180.55319,982.81689
220,1.825,290.52481,-179.98407,982.79449
221,1.833,296.67834,-181.24835,982.44226
222,1.842,302.98438,-181.02768,981.96759
223,1.85,311.06,-180.58984,982.1731
224,1.858,316.48517,-181.43005,981.96393
225,1.867,322.92667,-180.77962,981.52936
226,1.875,329.16214,-181.06163,981.29102
227,1.883,335.60083,-180.56248,981.01489
228,1.892,342.93365,-181.1611,980.97089
229,1.9,349.31525,-180.35548,980.68884
230,1.908,355.24377,-181.53236,980.63391
231,1.917,361.56403,-179.87227,979.8598
232,1.925,366.84467,-178.36894,979.72339
233,1.933,372.96063,-179.99229,979.35803
234,1.942,378.62122,-179.21666,978.38348
235,1.95,384.30917,-178.90411,978.12732
236,1.958,389.66269,-179.11113,977.89575
237,1.967,395.30954,-178.4785,976.53802
238,1.975,400.76956,-178.38101,975.6048
239,1.983,406.43414,-178.03296,974.8689
240,1.992,412.60971,-176.67021,974.28522
241,2,418.65002,-177.4928,973.63934
242,2.008,423.51263,-176.48347,972.48578
243,2.017,428.68787,-177.30153,971.672
244,2.025,434.09299,-176.01413,970.11664
245,2.033,439.87387,-174.86987,969.72583
246,2.042,444.80896,-174.57607,968.638
247,2.05,450.30579,-174.14832,968.17072
248,2.058,456.1687,-173.82365,967.82971
249,2.067,460.84781,-172.69897,966.92126
250,2.075,466.17264,-172.41159,966.51251
251,2.083,470.68262,-171.1759,966.51453
252,2.092,476.46909,-170.45024,965.375
253,2.1,481.23062,-170.57307,966.28271
254,2.108,486.41724,-169.1642,967.59314
255,2.117,490.64407,-168.33516,968.14282
256,2.125,496.12457,-168.17918,968.40277
257,2.133,501.7623,-167.0943,970.73383
258,2.142,505.6698,-166.84262,971.76569
259,2.15,510.49039,-165.66724,973.00604
260,2.158,514.7912,-166.36227,974.70135
261,2.167,520.00836,-166.04474,976.22681
262,2.175,523.72375,-164.89978,976.70477
263,2.183,527.58881,-164.55934,977.30426
264,2.192,533.4408,-165.66905,978.75714
265,2.2,538.95325,-163.58315,979.76422
266,2.208,541.48199,-163.76511,980.78027
267,2.217,545.78821,-163.53972,980.87299
268,2.225,549.99377,-163.54259,981.74066
269,2.233,554.28571,-162.54434,982.98914
270,2.242,558.50519,-161.65842,983.08319
271,2.25,563.10907,-160.57373,982.45251
272,2.258,567.65851,-160.166,982.35339
273,2.267,571.86218,-160.46097,982.43164
274,2.275,575.58282,-159.37076,982.50195
275,2.283,579.23999,-159.22292,983.1236
276,2.292,584.63458,-158.60071,982.73846
277,2.3,587.71417,-158.0872,983.1413
278,2.308,592.37152,-158.62556,983.24622
279,2.317,596.16736,-158.76016,983.42377
280,2.325,601.02124,-157.69258,983.33173
281,2.333,604.98682,-157.73605,983.93958
282,2.342,609.36597,-157.20108,983.95013
283,2.35,613.3576,-156.85985,983.92627
284,2.358,617.66693,-156.51852,984.54913
