Frame#,Time,R.Thigh.Front.x,R.Thigh.Front.y,R.Thigh.Front.z
1,0,-1199.8324,-63.26296,1021.50867
2,0.008,-1195.70496,-63.34413,1021.4469
3,0.017,-1192.40063,-61.91483,1021.88141
4,0.025,-1187.06177,-60.73079,1021.61829
5,0.033,-1183.5509,-59.36364,1021.46045
6,0.042,-1177.92334,-60.1744,1021.20917
7,0.05,-1173.62915,-59.24006,1020.88702
8,0.058,-1168.36182,-59.51233,1021.16058
9,0.067,-1162.70544,-59.49533,1020.9068
10,0.075,-1158.2688,-58.5914,1021.36603
11,0.083,-1151.67725,-58.79609,1020.62823
12,0.092,-1146.77966,-58.67086,1020.55127
13,0.1,-1142.10901,-58.38066,1019.6051
14,0.108,-1136.57275,-58.41096,1019.05927
15,0.117,-1131.23926,-58.79787,1019.82458
16,0.125,-1125.06873,-58.80867,1018.69366
17,0.133,-1119.22229,-58.44377,1018.80945
18,0.142,-1114.1178,-58.51794,1018.27698
19,0.15,-1106.82666,-59.5453,1017.57886
20,0.158,-1102.10144,-59.07112,1015.79724
21,0.167,-1094.91626,-60.09327,1015.13373
22,0.175,-1090.03394,-61.50957,1015.49841
23,0.183,-1084.20398,-61.25849,1014.11322
24,0.192,-1076.39453,-62.0444,1012.52417
25,0.2,-1071.07166,-63.25041,1012.05823
26,0.208,-1064.6687,-64.11927,1011.11261
27,0.217,-1056.50598,-65.87427,1009.34607
28,0.225,-1051.1123,-66.24554,1008.26782
29,0.233,-1044.86572,-67.74795,1007.08008
30,0.242,-1039.91504,-68.53989,1005.02014
31,0.25,-1033.44092,-69.71696,1003.78015
32,0.258,-1025.81702,-71.36153,1001.78308
33,0.267,-1020.28491,-72.05345,1000.12756
34,0.275,-1012.41479,-74.50008,999.03784
35,0.283,-1005.98285,-75.60579,996.84991
36,0.292,-996.27393,-78.13202,995.71075
37,0.3,-990.862,-78.36253,994.888
38,0.308,-984.05103,-79.5721,994.35681
39,0.317,-976.26764,-80.44134,994.18878
40,0.325,-966.72662,-82.25167,994.07471
41,0.333,-959.16278,-82.43049,994.40179
42,0.342,-951.3028,-82.61576,995.85089
43,0.35,-942.55334,-84.54292,997.2149
44,0.358,-935.43121,-85.45097,998.44763
45,0.367,-928.83301,-85.99648,999.35065
46,0.375,-920.50562,-87.97468,1001.09344
47,0.383,-912.3786,-89.41385,1001.02606
48,0.392,-904.98431,-90.29514,1002.73657
49,0.4,-898.1142,-91.0154,1002.77191
50,0.408,-890.19739,-91.86875,1004.49683
51,0.417,-882.45105,-93.08931,1004.302
52,0.425,-877.19611,-93.82051,1004.9306
53,0.433,-868.43732,-95.12959,1005.96393
54,0.442,-860.78705,-96.06612,1005.84729
55,0.45,-856.27197,-96.25584,1006.49091
56,0.458,-848.42218,-97.25142,1005.97003
57,0.467,-841.03363,-99.71106,1005.82281
58,0.475,-832.87872,-100.55241,1004.53253
59,0.483,-826.2522,-101.19649,1005.18982
60,0.492,-819.19519,-102.67062,1005.01611
61,0.5,-812.28693,-103.94394,1004.13025
62,0.508,-804.42841,-105.13374,1004.45801
63,0.517,-797.79199,-105.78204,1004.24011
64,0.525,-790.55811,-106.70799,1004.02496
65,0.533,-783.02081,-106.62228,1004.29675
66,0.542,-776.3927,-107.03515,1004.17041
67,0.55,-769.14655,-107.87338,1004.50726
68,0.558,-761.77826,-108.89061,1004.99658
69,0.567,-755.95288,-109.43806,1004.59106
70,0.575,-748.32843,-110.20236,1004.72205
71,0.583,-741.44202,-110.90852,1004.44623
72,0.592,-735.23859,-109.64021,1003.63177
73,0.6,-727.8952,-110.5435,1003.4599
74,0.608,-721.20093,-110.90084,1004.07233
75,0.617,-715.0777,-111.41806,1004.70746
76,0.625,-706.9032,-110.89443,1004.16669
77,0.633,-702.25897,-111.24374,1003.7099
78,0.642,-695.49017,-111.6468,1002.90027
79,0.65,-690.24396,-111.8092,1003.37244
80,0.658,-683.65411,-112.34557,1002.87109
81,0.667,-677.5257,-112.30007,1002.22968
82,0.675,-671.33307,-113.14947,1001.72589
83,0.683,-664.66064,-112.60696,1001.34167
84,0.692,-658.30237,-113.00167,1000.6402
85,0.7,-652.22803,-112.77777,1001.552
86,0.708,-645.97058,-111.66595,1000.33478
87,0.717,-641.14783,-111.44099,1000.70593
88,0.725,-634.91144,-112.63415,1000.70447
89,0.733,-628.18494,-111.25697,1000.07886
90,0.742,-622.78882,-110.84501,1000.67981
91,0.75,-617.92236,-111.1871,1000.68353
92,0.758,-611.20374,-111.58312,999.6004
93,0.767,-604.60864,-109.07546,998.88995
94,0.775,-598.8598,-109.43961,999.01898
95,0.783,-593.37854,-109.91339,998.82953
