Frame#,Time,L.Heel.x,L.Heel.y,L.Heel.z
1,0,-1018.86969,-76.25264,834.11578
2,0.008,-1015.65558,-76.62943,834.58148
3,0.017,-1010.1579,-79.52747,833.81036
4,0.025,-1006.54376,-78.65787,832.65662
5,0.033,-1001.41681,-76.89781,833.71838
6,0.042,-996.28003,-79.30141,833.3924
7,0.05,-993.37567,-79.91799,833.09766
8,0.058,-987.20605,-77.10317,833.00592
9,0.067,-981.30737,-78.24536,833.41229
10,0.075,-981.31512,-78.57274,834.7948
11,0.083,-974.60071,-79.56096,834.31128
12,0.092,-967.18494,-78.22097,834.99677
13,0.1,-960.98871,-78.50716,833.91034
14,0.108,-956.9035,-77.44168,837.06494
15,0.117,-952.34436,-78.74748,835.5752
16,0.125,-945.47498,-79.86135,834.60352
17,0.133,-937.86053,-78.70348,835.06726
18,0.142,-932.48639,-80.52621,835.18402
19,0.15,-924.12756,-78.76918,834.53033
20,0.158,-918.86749,-81.61096,836.02618
21,0.167,-912.02356,-83.52122,830.50049
22,0.175,-905.68549,-80.6642,830.97992
23,0.183,-899.1109,-82.72067,831.24347
24,0.192,-891.60724,-80.60111,830.6272
25,0.2,-885.10834,-82.02125,830.11377
26,0.208,-876.46045,-81.33205,829.52264
27,0.217,-869.99719,-83.26183,828.76111
28,0.225,-860.01135,-82.62439,829.71814
29,0.233,-854.46045,-84.15582,829.07507
30,0.242,-845.90924,-81.01556,828.78558
31,0.25,-839.30426,-83.94451,827.81659
32,0.258,-828.37756,-83.86449,824.01453
33,0.267,-819.99402,-86.76817,823.99506
34,0.275,-811.64294,-85.582,823.40002
35,0.283,-804.60339,-88.0853,823.46869
36,0.292,-794.35986,-87.12208,821.51935
37,0.3,-787.87537,-88.52812,822.31104
38,0.308,-778.55719,-87.78051,821.55444
39,0.317,-772.2951,-89.73725,822.12012
40,0.325,-762.21283,-90.01317,821.81311
41,0.333,-762.37207,-89.95486,828.64459
42,0.342,-754.12823,-88.95301,829.59875
43,0.35,-743.8692,-91.66273,829.32745
44,0.358,-732.83356,-92.83239,831.30902
45,0.367,-729.96686,-92.35935,833.14154
46,0.375,-719.44446,-91.67344,835.15497
47,0.383,-714.65729,-93.64466,836.57617
48,0.392,-703.40942,-92.56705,837.17773
49,0.4,-697.4873,-94.51096,840.43567
50,0.408,-687.53809,-93.67869,842.42389
51,0.417,-678.91174,-96.36113,844.21454
52,0.425,-671.22308,-94.41116,844.80658
53,0.433,-664.62585,-96.6392,845.52179
54,0.442,-653.03253,-97.85471,847.61475
55,0.45,-648.66937,-99.26879,850.78491
56,0.458,-638.55115,-99.53558,852.17395
57,0.467,-633.65533,-98.6245,851.17883
58,0.475,-621.47913,-99.56081,852.54553
59,0.483,-613.73163,-100.73123,855.47028
60,0.492,-608.63348,-98.91727,854.93927
61,0.5,-597.57416,-100.14146,855.67487
62,0.508,-590.4967,-101.83405,853.9165
63,0.517,-583.65979,-100.40662,855.55542
64,0.525,-580.34528,-99.23634,855.08594
65,0.533,-569.3031,-100.26878,856.73328
66,0.542,-557.7962,-103.52995,857.06067
67,0.55,-552.21204,-101.25136,858.81219
68,0.558,-544.69965,-99.19397,857.88519
69,0.567,-539.41168,-100.93352,858.2475
70,0.575,-533.30609,-98.18647,858.43896
71,0.583,-527.388,-97.76549,858.25397
72,0.592,-520.16394,-97.81459,858.55286
73,0.6,-515.38336,-97.03693,859.76813
74,0.608,-504.267,-96.21089,860.28851
75,0.617,-495.65558,-95.76318,860.18036
76,0.625,-495.65558,-95.76318,860.18036
77,0.633,-486.45016,-95.79123,860.8974
78,0.642,-477.26566,-98.32615,862.77576
79,0.65,-465.66129,-99.09058,862.25385
80,0.658,-459.79593,-95.82822,863.40753
81,0.667,-459.96481,-96.59196,862.8241
82,0.675,-450.62259,-96.71912,862.98621
83,0.683,-445.31873,-97.42439,863.81274
84,0.692,-440.35208,-95.76485,862.70197
85,0.7,-433.51959,-96.10085,863.62909
86,0.708,-425.97241,-94.65804,861.78876
87,0.717,-421.01459,-97.58361,861.71912
88,0.725,-414.83249,-93.74034,861.93994
89,0.733,-409.54773,-94.26067,860.97534
90,0.742,-401.85144,-94.33421,861.45728
91,0.75,-397.52103,-92.42863,860.56049
92,0.758,-391.35065,-92.69131,861.05402
93,0.767,-386.1683,-90.32465,860.74384
94,0.775,-382.43335,-90.25182,858.47595
95,0.783,-374.41687,-89.18023,858.36182
96,0.792,-369.20746,-90.88718,858.01837
97,0.8,-362.70572,-87.66763,857.65479
98,0.808,-357.75992,-87.2571,856.91669
99,0.817,-353.13062,-87.63283,856.56207
100,0.825,-347.31491,-87.32806,855.46472
101,0.833,-341.05576,-88.07413,854.86975
102,0.842,-335.06802,-86.97512,853.12958
103,0.85,-332.36328,-86.30746,853.23047
104,0.858,-326.2532,-85.77878,853.40393
105,0.867,-321.45175,-84.61353,851.7218
106,0.875,-316.92514,-84.53688,851.81091
107,0.883,-311.12549,-82.73629,849.9361
108,0.892,-305.18326,-83.96396,851.02679
109,0.9,-299.79486,-82.45089,849.82642
110,0.908,-297.96674,-81.79987,848.63531
111,0.917,-293.7048,-82.12975,848.7746
112,0.925,-288.80762,-81.86547,849.32825
113,0.933,-283.4234,-82.91639,849.47888
114,0.942,-281.35867,-80.063,849.53424
115,0.95,-275.60025,-82.15652,850.61438
116,0.958,-271.3512,-80.20995,849.97687
117,0.967,-269.07428,-78.85226,849.78247
118,0.975,-265.66614,-78.34715,850.78705
119,0.983,-261.67145,-80.45499,851.59766
120,0.992,-257.01236,-80.64195,853.99188
121,1,-252.13393,-80.33858,853.40863
122,1.008,-249.03065,-80.16489,853.09967
123,1.017,-247.00227,-78.66029,852.88617
124,1.025,-241.64963,-79.66154,853.71979
125,1.033,-239.12289,-78.2328,853.02802
126,1.042,-235.04578,-78.44279,853.09814
127,1.05,-230.03679,-80.48199,854.28833
128,1.058,-227.31941,-79.12783,851.56958
129,1.067,-223.42062,-78.35677,851.38074
130,1.075,-221.45338,-77.35545,850.47949
131,1.083,-216.81966,-78.63211,850.85132
132,1.092,-212.84312,-79.78093,850.27637
133,1.1,-208.38249,-78.92675,850.18115
134,1.108,-206.18938,-78.29225,849.86945
135,1.117,-201.55763,-80.58884,849.22302
136,1.125,-199.46832,-79.32803,848.68317
137,1.133,-195.48912,-79.1433,849.07977
138,1.142,-191.72032,-80.29336,848.44537
139,1.15,-188.91141,-80.88314,847.4256
140,1.158,-183.83546,-80.55186,847.50293
141,1.167,-179.99655,-80.92849,848.18182
142,1.175,-177.63371,-82.82005,848.16388
143,1.183,-173.35025,-81.51655,848.55597
144,1.192,-169.05988,-81.65346,847.7403
145,1.2,-164.89201,-84.19151,848.25958
146,1.208,-159.76881,-83.488,848.4978
147,1.217,-156.76169,-83.01979,847.72693
148,1.225,-152.95979,-83.82634,847.86206
149,1.233,-147.84174,-83.67529,849.38971
150,1.242,-144.09872,-83.15467,848.66772
151,1.25,-139.31601,-83.90432,848.65045
152,1.258,-134.99008,-83.81544,847.74329
153,1.267,-129.72345,-83.30776,847.44269
154,1.275,-125.05362,-84.2146,847.02399
155,1.283,-119.94412,-84.20686,848.17065
156,1.292,-116.93961,-82.99896,845.71655
157,1.3,-109.05142,-84.61264,845.93671
158,1.308,-106.08357,-84.79028,845.78839
159,1.317,-98.06647,-85.20647,846.45074
