Frame#,Time,R.Wrist.x,R.Wrist.y,R.Wrist.z,R.Thumb.M3.x,R.Thumb.M3.y,R.Thumb.M3.z,R.Finger3.M3.x,R.Finger3.M3.y,R.Finger3.M3.z
1,0,-1052.04553,176.18356,1331.17346,-1120.95471,-88.17646,1325.84814,-1097.52795,296.319,1341.54138
2,0.008,-1044.67908,175.25359,1330.51648,-1116.56445,-85.96643,1325.1947,-1091.86975,295.7691,1341.45251
3,0.017,-1040.10339,174.59613,1330.1947,-1111.651,-86.29645,1325.85144,-1085.31958,295.70532,1342.32825
4,0.025,-1034.37183,174.18575,1330.29956,-1106.75159,-85.55167,1325.22644,-1079.28271,295.80856,1342.12317
5,0.033,-1028.59326,172.66469,1330.03821,-1102.56543,-86.33201,1324.97217,-1072.10803,296.03055,1343.24377
6,0.042,-1019.03424,172.9398,1330.33105,-1097.1427,-85.56284,1324.30115,-1065.97351,296.56076,1342.75732
7,0.05,-1015.60352,172.18501,1330.97351,-1090.94104,-86.53873,1325.39368,-1059.54675,295.65323,1342.89966
8,0.058,-1007.68445,172.34178,1331.53125,-1086.49451,-86.28111,1325.01416,-1053.02637,295.14844,1342.10645
9,0.067,-1001.09753,172.77586,1330.45178,-1080.87756,-85.67809,1323.34497,-1046.79578,295.26776,1342.26013
10,0.075,-997.30334,172.65094,1330.61865,-1076.02136,-86.54885,1323.90967,-1039.76428,295.01071,1342.29724
11,0.083,-987.6026,170.40134,1329.43274,-1069.2207,-86.87081,1323.62207,-1033.3927,294.68179,1341.82446
12,0.092,-985.57104,171.4138,1329.45337,-1064.31348,-87.20019,1323.07178,-1026.90137,294.91098,1341.65161
13,0.1,-979.61481,171.21318,1329.66541,-1059.52771,-87.7943,1323.08862,-1021.13025,293.55429,1341.81372
14,0.108,-971.86078,171.65671,1328.89148,-1052.79785,-87.22052,1323.01721,-1014.56305,293.1236,1341.33643
15,0.117,-966.77148,168.77702,1328.37146,-1046.91235,-88.22182,1321.81274,-1008.15649,293.09012,1341.04614
16,0.125,-959.52289,168.40631,1327.12671,-1041.15405,-89.46694,1321.48389,-1001.47021,292.66769,1340.99927
17,0.133,-953.43713,169.34343,1326.9823,-1034.9718,-89.12026,1320.16736,-995.64221,291.71851,1340.14014
18,0.142,-948.04681,168.5605,1326.64563,-1028.58972,-90.22604,1320.37463,-990.92737,291.20193,1340.43921
19,0.15,-941.18292,165.51968,1325.67957,-1022.01862,-90.91284,1319.03516,-984.67413,290.15054,1339.51404
20,0.158,-934.4599,167.17021,1325.16821,-1017.18164,-91.16145,1318.29712,-977.76587,290.47971,1339.36108
