Frame#,Time,R.Heel.x,R.Heel.y,R.Heel.z,R.Toe.x,R.Toe.y,R.Toe.z,R.MedFoot.x,R.MedFoot.y,R.MedFoot.z
1,0,278.41061,-117.74004,60.77623,489.1532,-253.74255,48.10625,435.19785,-168.70804,80.17033
2,0.008,278.14633,-117.90418,60.73001,489.33084,-253.75377,48.11563,435.19785,-168.70804,80.17033
3,0.017,278.41061,-117.74004,60.77623,489.08621,-253.45769,47.77168,435.19785,-168.70804,80.17033
4,0.025,278.0556,-117.96896,60.7919,489.19235,-253.53175,47.94809,435.19785,-168.70804,80.17033
5,0.033,278.14633,-117.90418,60.73001,489.19235,-253.53175,47.94809,435.19785,-168.70804,80.17033
6,0.042,278.2746,-117.77589,60.80989,489.33084,-253.75377,48.11563,434.94867,-168.45926,80.22142
7,0.05,278.31131,-117.6728,60.90965,489.44388,-253.66496,48.05346,435.27817,-168.6384,80.26663
8,0.058,278.02203,-118.02629,60.71079,489.19656,-253.70044,47.9707,435.19785,-168.70804,80.17033
9,0.067,278.3566,-117.70171,60.93788,488.92203,-253.75037,47.98328,435.19785,-168.70804,80.17033
10,0.075,278.0556,-117.96896,60.7919,489.1532,-253.74255,48.10625,435.19785,-168.70804,80.17033
11,0.083,278.14633,-117.90418,60.73001,489.19235,-253.53175,47.94809,435.29233,-168.57765,80.20809
12,0.092,278.14633,-117.90418,60.73001,489.42477,-253.26254,47.81339,435.19785,-168.70804,80.17033
13,0.1,278.14633,-117.90418,60.73001,489.15027,-253.31245,47.82597,435.19785,-168.70804,80.17033
14,0.108,278.18301,-117.80108,60.82978,489.45444,-253.54541,47.8704,435.19785,-168.70804,80.17033
15,0.117,278.0556,-117.96896,60.7919,489.19656,-253.70044,47.9707,434.94867,-168.45926,80.22142
16,0.125,278.01031,-117.94005,60.76366,489.04703,-253.66847,47.92982,435.19785,-168.70804,80.17033
17,0.133,278.0556,-117.96896,60.7919,489.32156,-253.61856,47.91724,435.19785,-168.70804,80.17033
18,0.142,278.14633,-117.90418,60.73001,489.19656,-253.70044,47.9707,435.19785,-168.70804,80.17033
19,0.15,278.01031,-117.94005,60.76366,489.33084,-253.75377,48.11563,435.19785,-168.70804,80.17033
20,0.158,278.14633,-117.90418,60.73001,489.26541,-253.77252,47.86956,434.94867,-168.45926,80.22142
21,0.167,278.0556,-117.96896,60.7919,489.09225,-253.67923,48.21399,434.94867,-168.45926,80.22142
22,0.175,278.14633,-117.90418,60.73001,488.98605,-253.60513,48.03757,434.94867,-168.45926,80.22142
23,0.183,277.99127,-118.08357,60.722,489.1532,-253.74255,48.10625,435.19785,-168.70804,80.17033
24,0.192,278.01031,-117.94005,60.76366,488.92203,-253.75037,47.98328,435.29233,-168.57765,80.20809
25,0.2,278.14633,-117.90418,60.73001,489.45319,-253.53566,47.87862,435.19785,-168.70804,80.17033
26,0.208,278.14633,-117.90418,60.73001,489.0282,-253.82446,48.15971,435.19785,-168.70804,80.17033
27,0.217,278.11868,-117.91571,60.75987,489.15027,-253.31245,47.82597,435.19785,-168.70804,80.17033
28,0.225,277.94598,-118.05466,60.69376,489.02527,-253.39435,47.87943,435.19785,-168.70804,80.17033
29,0.233,277.94598,-118.05466,60.69376,489.06738,-253.61365,48.00156,435.19785,-168.70804,80.17033
30,0.242,277.94598,-118.05466,60.69376,489.21738,-253.53598,47.85757,435.19785,-168.70804,80.17033
31,0.25,278.14633,-117.90418,60.73001,489.45584,-253.67189,48.06216,434.94867,-168.45926,80.22142
32,0.258,278.082,-118.0188,60.6601,489.1532,-253.74255,48.10625,435.19785,-168.70804,80.17033
33,0.267,278.0556,-117.96896,60.7919,489.05322,-253.82869,48.0692,435.19785,-168.70804,80.17033
34,0.275,277.94598,-118.05466,60.69376,489.21686,-253.70494,48.04129,434.97928,-168.7854,80.15038
35,0.283,278.082,-118.0188,60.6601,489.19235,-253.53175,47.94809,435.19785,-168.70804,80.17033
36,0.292,277.99127,-118.08357,60.722,489.37622,-252.95459,47.89947,435.19785,-168.70804,80.17033
37,0.3,278.14633,-117.90418,60.73001,489.06738,-253.61365,48.00156,435.19785,-168.70804,80.17033
38,0.308,278.14633,-117.90418,60.73001,489.21738,-253.53598,47.85757,435.19785,-168.70804,80.17033
39,0.317,278.11868,-117.91571,60.75987,489.0282,-253.82446,48.15971,435.19785,-168.70804,80.17033
40,0.325,278.14633,-117.90418,60.73001,489.0282,-253.82446,48.15971,435.19785,-168.70804,80.17033
41,0.333,278.082,-118.0188,60.6601,489.19235,-253.53175,47.94809,435.19785,-168.70804,80.17033
42,0.342,278.14633,-117.90418,60.73001,489.06738,-253.61365,48.00156,435.19785,-168.70804,80.17033
43,0.35,277.95325,-117.93333,60.40565,489.06738,-253.61365,48.00156,435.19785,-168.70804,80.17033
