Frame#,Time,L.Shank.x,L.Shank.y,L.Shank.z,L.Ankle.x,L.Ankle.y,L.Ankle.z,L.Ankle.Medial.x,L.Ankle.Medial.y,L.Ankle.Medial.z
1,0,275.69415,305.1073,298.51761,178.01096,249.68781,78.77116,248.97188,177.11801,106.44337
2,0.008,275.42734,305.28732,298.6987,178.1554,249.64824,78.8613,248.97188,177.11801,106.44337
3,0.017,275.56281,305.24042,298.71207,178.01096,249.68781,78.77116,248.92749,177.32768,106.51775
4,0.025,275.62198,305.24249,298.61655,178.1554,249.64824,78.8613,248.97188,177.11801,106.44337
5,0.033,275.63495,305.10519,298.61313,178.1554,249.64824,78.8613,248.97188,177.11801,106.44337
6,0.042,275.56281,305.24042,298.71207,178.1554,249.64824,78.8613,248.97188,177.11801,106.44337
7,0.05,275.63495,305.10519,298.61313,178.3907,249.7298,78.43085,248.97188,177.11801,106.44337
8,0.058,275.63495,305.10519,298.61313,178.01096,249.68781,78.77116,248.92749,177.32768,106.51775
9,0.067,275.56281,305.24042,298.71207,178.01096,249.68781,78.77116,248.97188,177.11801,106.44337
10,0.075,275.63495,305.10519,298.61313,178.10205,249.71507,78.62135,248.76823,176.98471,106.54594
11,0.083,275.63495,305.10519,298.61313,178.10205,249.71507,78.62135,248.97188,177.11801,106.44337
12,0.092,275.63495,305.10519,298.61313,178.10205,249.71507,78.62135,248.97188,177.11801,106.44337
13,0.1,275.69415,305.1073,298.51761,178.09293,249.54846,78.34885,248.97188,177.11801,106.44337
14,0.108,275.63495,305.10519,298.61313,178.10205,249.71507,78.62135,248.97188,177.11801,106.44337
15,0.117,275.55185,305.15698,298.50058,178.24968,249.72807,78.50227,248.97188,177.11801,106.44337
16,0.125,275.55185,305.15698,298.50058,178.24968,249.72807,78.50227,248.76823,176.98471,106.54594
17,0.133,275.55185,305.15698,298.50058,178.47795,249.75346,78.29795,248.97188,177.11801,106.44337
18,0.142,275.61102,305.15906,298.40506,178.32121,249.57385,78.1445,248.97188,177.11801,106.44337
19,0.15,275.68979,305.12457,298.45428,178.32121,249.57385,78.1445,248.97188,177.11801,106.44337
20,0.158,275.73654,305.23892,298.48291,178.47795,249.75346,78.29795,248.97188,177.11801,106.44337
21,0.167,275.86789,305.10574,298.28845,178.47795,249.75346,78.29795,248.97188,177.11801,106.44337
22,0.175,275.86789,305.10574,298.28845,178.32121,249.57385,78.1445,248.97188,177.11801,106.44337
23,0.183,275.80457,305.13339,298.26114,178.48186,249.77364,77.98186,248.97188,177.11801,106.44337
24,0.192,275.80872,305.1037,298.38397,178.48186,249.77364,77.98186,249.14249,177.29747,106.38206
25,0.2,275.86789,305.10574,298.28845,178.63812,249.95068,78.17481,249.14249,177.29747,106.38206
26,0.208,275.86374,305.13541,298.16562,178.48186,249.77364,77.98186,248.97188,177.11801,106.44337
27,0.217,275.80457,305.13339,298.26114,178.32121,249.57385,78.1445,248.97188,177.11801,106.44337
28,0.225,275.86374,305.13541,298.16562,178.48186,249.77364,77.98186,248.97188,177.11801,106.44337
29,0.233,275.86374,305.13541,298.16562,178.48186,249.77364,77.98186,248.97188,177.11801,106.44337
30,0.242,275.86374,305.13541,298.16562,178.63812,249.95068,78.17481,249.14249,177.29747,106.38206
31,0.25,275.80457,305.13339,298.26114,178.3893,249.99525,77.98424,249.14249,177.29747,106.38206
32,0.258,275.80457,305.13339,298.26114,178.48186,249.77364,77.98186,248.97188,177.11801,106.44337
33,0.267,275.82849,305.17569,298.03909,178.64162,249.78815,77.852,248.97188,177.11801,106.44337
34,0.275,275.86374,305.13541,298.16562,178.41934,249.774,78.00901,249.14249,177.29747,106.38206
35,0.283,275.82849,305.17569,298.03909,178.64162,249.78815,77.852,249.14249,177.29747,106.38206
36,0.292,275.82849,305.17569,298.03909,178.3893,249.99525,77.98424,249.14249,177.29747,106.38206
37,0.3,275.82849,305.17569,298.03909,178.48186,249.77364,77.98186,249.14249,177.29747,106.38206
38,0.308,275.86374,305.13541,298.16562,178.64911,249.93245,78.24149,249.14249,177.29747,106.38206
39,0.317,275.86374,305.13541,298.16562,178.54555,250.17229,78.17718,249.14249,177.29747,106.38206
40,0.325,275.86374,305.13541,298.16562,178.38538,249.97508,78.30031,249.14249,177.29747,106.38206
41,0.333,275.86374,305.13541,298.16562,178.47795,249.75346,78.29795,248.97188,177.11801,106.44337
42,0.342,275.80457,305.13339,298.26114,178.47795,249.75346,78.29795,249.14249,177.29747,106.38206
43,0.35,275.86374,305.13541,298.16562,178.47795,249.75346,78.29795,249.14249,177.29747,106.38206
44,0.358,275.86374,305.13541,298.16562,178.47795,249.75346,78.29795,249.14249,177.29747,106.38206
45,0.367,275.86374,305.13541,298.16562,178.3907,249.7298,78.43085,249.14249,177.29747,106.38206
46,0.375,275.86374,305.13541,298.16562,178.47795,249.75346,78.29795,248.97188,177.11801,106.44337
47,0.383,275.86374,305.13541,298.16562,178.47795,249.75346,78.29795,248.97188,177.11801,106.44337
48,0.392,275.86789,305.10574,298.28845,178.47795,249.75346,78.29795,249.14249,177.29747,106.38206
49,0.4,275.79156,305.27063,298.26459,178.47795,249.75346,78.29795,248.97188,177.11801,106.44337
50,0.408,275.86789,305.10574,298.28845,178.47795,249.75346,78.29795,248.97188,177.11801,106.44337
51,0.417,275.86789,305.10574,298.28845,178.47795,249.75346,78.29795,249.14249,177.29747,106.38206
52,0.425,275.86789,305.10574,298.28845,178.47795,249.75346,78.29795,248.97188,177.11801,106.44337
53,0.433,275.74896,305.12662,298.35876,178.47795,249.75346,78.29795,248.97188,177.11801,106.44337
54,0.442,275.61102,305.15906,298.40506,178.47795,249.75346,78.29795,248.76823,176.98471,106.54594
55,0.45,275.74896,305.12662,298.35876,178.23502,249.763,78.37154,248.76823,176.98471,106.54594
56,0.458,275.61102,305.15906,298.40506,178.24968,249.72807,78.50227,248.97188,177.11801,106.44337
